Symbol,Quantity,AvgPrice
AMD,-2500,211.78
CRWV,-3000,99.74
ETHA,900,15.27
IBIT,100,38.33
NOC,260,708.41
PAYC,-2100,119.51
PCTY,-2500,102.14
RSPG,1800,96.95
SCHD,5000,31.38
U,-14100,17.8
U11,4100,37.04
XLI,1200,175.48
