Symbol,Quantity,AvgPrice
1698,800,62.9
CRCL,4500,50.88
CRM,-1300,188.74
EWY,8800,123.45
HOOD,3000,73.04
IBIT,26200,40.12
KLAC,340,1353.55
KORU,-2900,353.78
MSFT,380,394.9
MSTR,10920,116.18
NOW,-2480,101.48
OMCL,-6700,37.33
SHOP,-2300,110.74
SNDK,-1500,559.53
SPLV,6800,74.52
SQQQ,-41200,70.91
STLA,-69500,7.19
TQQQ,-29000,50.03
U,-10200,24.67
U11,3800,38.38
UNG,-31800,13.72
UWMC,-50900,4.91
WGS,-3100,81.71
