Symbol,Quantity,AvgPrice
ABT,-3100,114.53
AI,36500,9.99
APP,1480,391.48
ASML,-380,1486.54
AVDV,-12000,108.74
CNXC,29100,30.57
CNXT,-44300,46.3
COLO,3600,41.69
CRM,3500,185.91
CRWV,-3000,98.69
DOCU,12200,43.35
ETHA,36000,13.97
EWY,-7200,143.71
HPP,-39800,6.27
IAUM,12500,51.44
IBM,-2208,229.43
IDMO,2600,59.36
JBGS,-16000,15.66
KORU,-3000,542.42
LZ,186600,6.57
MANH,2300,133.63
MNDY,7100,76.08
NOW,6080,102.57
OMCL,6700,40.21
PAYC,3500,119.83
PCTY,3000,103.84
PD,34500,6.47
PEB,-20600,12.17
PM,2800,186.33
QQQ,-3840,607.8
RSPG,1800,97.6
RUN,26000,20.26
RXO,54800,14.9
S,28400,12.88
SHOP,7598,118.95
SNDK,-1000,631.59
SOXS,1912800,1.64
SPLV,-13500,76.25
TQQQ,-21000,49.76
TSM,-1270,386.56
U,47000,18.09
VIXY,38000,27.52
WDAY,6100,130.73
WOLF,43900,19.26
