Symbol,Quantity,AvgPrice
CCU3,-6,3406.67
DCQ3,25,17.03
EWW,-74118,63.18
FMB,109857,50.91
GFQ3,-16,2.44
GFU3,14,2.47
HCA,-2174,285.55
HGU3,-30,3.84
IGLB,108555,51.49
INDA,104356,44.49
KCU3,3,1.64
LEV3,-3,1.81
PAU3,8,1285.44
SBV3,27,0.25
SIU3,-2,24.6
TN   SEP 23,-48,118.21
VRSK,2651,232.81
ZC   DEC 23,6,5.59
ZF   SEP 23,-52,107.26
ZS   NOV 23,25,14.16
ZW   SEP 23,-24,7.52
