Symbol,Quantity,AvgPrice
ACGL,480,81.18
BKNG,12,2978.62
CHD,403,97.63
DHI,423,129.12
FDX,123,269.06
FMB,8414,50.75
FPE,21316,16.26
GE,430,116.31
GFU3,1,2.48
HGU3,-1,3.87
HYD,7478,51.42
HYG,4908,75.43
IAU,3204,36.85
IGIB,7312,50.54
IGLB,8086,51.17
IGSB,7596,50.23
INDA,7725,44.44
KCU3,-1,1.6
KSA,5577,42.63
LEN,326,127.73
LEV3,2,1.8
NVR,5,6341.09
PANW,145,247.09
PH,147,396.02
PWR,274,202.24
QQQ,8928,382.8
SBV3,8,0.24
SGEN,268,192.1
SIU3,1,24.34
STIP,3952,97.38
TDG,48,890.59
VRSK,166,234.64
WST,113,361.45
ZC   DEC 23,-3,5.48
ZS   NOV 23,2,14.13
ZW   SEP 23,-2,7.18
