Symbol,Quantity,AvgPrice
ACGL,-1021,81.41
BKNG,-27,2960.85
CCU3,-7,3400.57
CHD,-849,98.19
DCQ3,6,16.56
DHI,-180,127.68
EWW,-6833,62.99
FDX,-311,261.42
FPE,-49065,16.1
GE,-647,111.17
GFQ3,-2,2.46
HCA,-222,288.05
HGU3,-2,3.82
HYD,-11757,51.54
HYG,-10394,75.33
IAU,-5498,37.15
IGIB,-15690,50.62
IGSB,-15872,50.21
KCU3,2,1.6
KSA,-15623,42.19
LEN,-523,126.72
LEV3,-3,1.82
NVR,-9,6214.75
PANW,-297,245.27
PAU3,1,1283.0
PH,-192,401.64
PWR,-398,202.12
QQQ,-15513,377.16
SBV3,-4,0.25
SGEN,-429,194.78
SIU3,-1,24.84
STIP,-8267,97.38
TDG,-75,891.45
TN   SEP 23,-6,118.3
WST,-208,382.0
ZC   DEC 23,3,5.41
ZF   SEP 23,-8,107.28
