Symbol,Quantity,AvgPrice
2359,32000,112.18
388,6700,434.41
762,500000,9.73
A17U,23200,2.85
BN4,35800,8.1
C6L,14100,6.89
ME8U,243000,2.07
TLT,-127656,86.83
TQQQ,28000,89.6
