Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,361.08,689,689,0,-0.871,0.333,246601.94
NOC,STK,481.74,497,512,15,3.018,0.333,246601.94
MRK,STK,100.35,2506,2506,0,-1.955,0.333,246601.94
K,STK,69.36,3460,3460,0,2.746,0.333,246599.5
GIS,STK,76.97,3198,3198,0,0.188,0.333,246599.5
LLY,STK,356.6,666,692,26,3.904,0.333,246599.5
BMY,STK,76.35,3233,3233,0,-0.093,0.333,246599.5
AMGN,STK,285.32,844,844,0,2.37,0.333,246599.5
HUM,STK,530,465,465,0,0,0.333,246599.5
AZO,STK,2448.62,100,100,0,1,0.333,246599.5
CAH,STK,75.35,3263,3263,0,0.306,0.333,246599.5
ROL,STK,41.88,5847,5847,0,0.701,0.333,246599.5
ORLY,STK,824.92,301,301,0,-0.664,0.333,246599.5
GILD,STK,82.85,3002,3002,0,-0.866,0.333,246599.5
CTVA,STK,66.85,3792,3792,0,-2.716,0.333,246599.5
QQQ,STK,288.55,77264,77264,0,-0.45,30,22194177.16
XLE,STK,93.05,20020,20020,0,-0.714,2.5,1849514.76
IXC,STK,41.46,45491,45491,0,-1.937,2.5,1849514.76
ZT,FUT,204851.5,4,4,0,0,1,739805.91
CGZ,FUT,77964.89,9,9,0,0,1,739805.91
CGF,FUT,84877.89,9,9,0,0,1,739805.91
CGB,FUT,94002.38,8,8,0,0,1,739805.91
GBS,FUT,110944.29,7,7,0,0,1,739805.91
BTS,FUT,110746.71,7,7,0,0,1,739805.91
IGSB,STK,49.56,14842,14842,0,0.573,1,739805.91
IAU,STK,33.71,22011,22011,0,-0.295,1,739805.91
ZM,FUT,40210,19,19,0,0,1.053,778743.37
COIL,FUT,92090,8,8,0,0,1.053,778743.37
RB,FUT,105264.57,7,7,0,0,1.053,778743.37
HO,FUT,149041.2,5,5,0,0,1.053,778743.37
ZS,FUT,71800,11,11,0,0,1.053,778743.37
ZL,FUT,44094,17,18,1,5.882,1.053,778743.37
GOIL,FUT,97550,4,4,0,0,0.526,389371.54
KC,FUT,62100,-6,-6,0,0,-0.526,389371.54
ZC,FUT,32812.5,-12,-12,0,0,-0.526,389371.54
TSR20,FUT,6566.66,-59,-59,0,0,-0.526,389371.54
ZW,FUT,41400,-10,-9,1,-10,-0.526,389371.54
NG,FUT,60240,-6,-6,0,0,-0.526,389371.54
ZO,FUT,19586.7,-20,-20,0,0,-0.526,389371.54
,,,,,,,,
,,,,,,,1.282,42908714.78
