Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,389.37,487,487,0,0.411,0.333,190470.48
NOC,STK,550,353,353,0,-1.983,0.333,190470.48
MRK,STK,101.14,1905,1905,0,-1.155,0.333,190470.48
K,STK,76.82,2450,2450,0,1.184,0.333,190468.6
GIS,STK,81.58,2309,2309,0,1.126,0.333,190468.6
LLY,STK,357.75,513,532,19,3.704,0.333,190468.6
HSY,STK,238.77,776,776,0,2.835,0.333,190468.6
BMY,STK,77.88,2519,2519,0,-2.898,0.333,190468.6
MOH,STK,358.86,524,524,0,1.336,0.333,190468.6
AMGN,STK,270.35,706,706,0,-0.142,0.333,190468.6
CI,STK,323.06,579,579,0,1.9,0.333,190468.6
HUM,STK,558.08,342,342,0,-0.292,0.333,190468.6
AZO,STK,2532.88,73,73,0,2.74,0.333,190468.6
CEG,STK,94.54,2019,2019,0,-0.198,0.333,190468.6
CAH,STK,75.9,2454,2454,0,2.241,0.333,190468.6
QQQ,STK,281.35,54873,54873,0,-0.067,27,15428110.74
XLE,STK,91.41,16040,16040,0,-2.569,2.5,1428528.77
IXC,STK,40.11,35602,35602,0,0.037,2.5,1428528.77
ZT,FUT,204648.33,3,3,0,0,1,571411.51
CGZ,FUT,76370.71,7,7,0,0,1,571411.51
CGF,FUT,82968.43,7,7,0,0,1,571411.51
GBS,FUT,106360.2,5,5,0,0,1,571411.51
BTS,FUT,105600.4,5,5,0,0,1,571411.51
IAU,STK,31.33,17834,17834,0,2.265,1,571411.51
ZM,FUT,42962.31,13,13,0,0,0.952,544201.46
GOIL,FUT,100350,5,5,0,0,0.952,544201.46
ZC,FUT,34500,16,16,0,0,0.952,544201.46
RB,FUT,108105,5,5,0,0,0.952,544201.46
HO,FUT,154933.67,3,4,1,33.333,0.952,544201.46
ZS,FUT,71625,8,8,0,0,0.952,544201.46
COIL,FUT,94457.67,6,6,0,0,0.952,544201.46
CT,FUT,37320,-8,-7,1,-12.5,-0.476,272100.73
KC,FUT,64788.5,-4,-4,0,0,-0.476,272100.73
SCI,FUT,7970,-34,-34,0,0,-0.476,272100.73
TSR20,FUT,5980,-47,-47,0,-2.128,-0.476,272100.73
PA,FUT,187800,-1,-1,0,0,-0.476,272100.73
KE,FUT,48525,-6,-6,0,0,-0.476,272100.73
ZW,FUT,43650,-6,-6,0,0,-0.476,272100.73
,,,,,,,,
,,,,,,,0.91,30284787.31
