Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,380.34,742,742,0,-1.482,0.333,277872.82
NOC,STK,524.88,543,543,0,-2.578,0.333,277872.82
MRK,STK,108.05,2646,2646,0,-2.797,0.333,277872.82
GIS,STK,82.93,3414,3414,0,-1.845,0.333,277870.07
LLY,STK,365.77,781,781,0,-2.689,0.333,277870.07
AMGN,STK,282.62,997,997,0,-1.404,0.333,277870.07
HUM,STK,534.29,525,525,0,-0.952,0.333,277870.07
AZO,STK,2545.98,112,112,0,-2.679,0.333,277870.07
CAH,STK,78.46,3603,3603,0,-1.693,0.333,277870.07
ROL,STK,39.78,7116,7116,0,-1.841,0.333,277870.07
ORLY,STK,852.56,332,332,0,-1.807,0.333,277870.07
GILD,STK,85.21,3309,3309,0,-1.451,0.333,277870.07
CEG,STK,94.81,2925,2925,0,0.205,0.333,277870.07
CI,STK,319.51,884,884,0,-1.584,0.333,277870.07
PGR,STK,130.02,2117,2117,0,0.945,0.333,277870.07
QQQ,STK,284.33,87978,87978,0,-0.025,30,25008556.34
XLE,STK,90.88,22785,22785,0,0.645,2.5,2084046.36
IXC,STK,40.55,51107,51107,0,0.562,2.5,2084046.36
CGF,FUT,83899.87,54,54,0,0,5.4,4501540.14
CGB,FUT,94062.1,49,49,0,-2.041,5.4,4501540.14
BTS,FUT,111083.44,41,41,0,0,5.4,4501540.14
BTP,FUT,124854.71,35,35,0,2.857,5.4,4501540.14
3KTB,FUT,78033.39,59,59,0,-1.695,5.4,4501540.14
FLKTB,FUT,83665.83,54,54,0,0,5.4,4501540.14
IGSB,STK,49.82,91874,91874,0,-1.652,5.4,4501540.14
IGIB,STK,49.74,90317,90317,0,0.204,5.4,4501540.14
IGLB,STK,50.89,87958,87958,0,0.566,5.4,4501540.14
HYG,STK,74.74,60923,60923,0,-1.139,5.4,4501540.14
IAU,STK,33.32,25510,25510,0,-1.925,1,833618.54
ZM,FUT,41010,8,8,0,0,0.385,320622.53
ZS,FUT,73075,4,4,0,0,0.385,320622.53
ZL,FUT,43872,8,7,-1,-12.5,0.385,320622.53
GOIL,FUT,89225,-4,-4,0,0,-0.385,320622.53
COIL,FUT,85950,-4,-4,0,0,-0.385,320622.53
RB,FUT,97246.67,-3,-3,0,0,-0.385,320622.53
HO,FUT,133505.5,-2,-2,0,0,-0.385,320622.53
ZC,FUT,33550,-19,-19,0,0,-0.769,641245.23
ZW,FUT,39225,-16,-16,0,0,-0.769,641245.23
CL,FUT,79050,-9,-8,1,-11.111,-0.769,641245.23
,,,,,,,,
,,,,,,,2.519,83361821.7
