Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,353.68,689,689,0,-1.161,0.333,240833.13
NOC,STK,502,512,480,-32,-6.25,0.333,240833.13
MRK,STK,99.65,2506,2417,-89,-3.551,0.333,240833.13
K,STK,69.35,3460,3460,0,0.376,0.333,240830.75
GIS,STK,77.44,3198,3198,0,-2.752,0.333,240830.75
LLY,STK,349.95,692,692,0,-0.578,0.333,240830.75
BMY,STK,76.1,3233,3233,0,-2.103,0.333,240830.75
AMGN,STK,281.8,844,844,0,1.303,0.333,240830.75
HUM,STK,512.9,465,465,0,1.075,0.333,240830.75
AZO,STK,2391.64,100,100,0,1,0.333,240830.75
CAH,STK,74.32,3263,3263,0,-0.705,0.333,240830.75
ROL,STK,41.47,5847,5847,0,-0.684,0.333,240830.75
ORLY,STK,801,301,301,0,0,0.333,240830.75
GILD,STK,82.22,3002,3002,0,-2.432,0.333,240830.75
CTVA,STK,66.4,3792,3627,-165,-4.351,0.333,240830.75
QQQ,STK,289.16,77264,77264,0,-2.985,30,21674984.13
XLE,STK,94.58,20020,19098,-922,-4.605,2.5,1806248.68
IXC,STK,41.98,45491,43026,-2465,-5.419,2.5,1806248.68
ZT,FUT,204851.5,4,12,8,200,3.43,2478173.19
CGZ,FUT,78024.44,9,32,23,255.556,3.43,2478173.19
CGF,FUT,84839.78,9,29,20,222.222,3.43,2478173.19
CGB,FUT,93974.75,8,26,18,225,3.43,2478173.19
GBS,FUT,111099.29,7,22,15,214.286,3.43,2478173.19
BTS,FUT,111042.14,7,22,15,214.286,3.43,2478173.19
BTP,FUT,122861,0,20,20,Inf,3.43,2478173.19
3KTB,FUT,78060,0,32,32,Inf,3.43,2478173.19
IGSB,STK,49.72,14842,49843,35001,235.824,3.43,2478173.19
HYG,STK,74.55,0,33242,33242,Inf,3.43,2478173.19
IAU,STK,33.83,22011,22011,0,-2.971,1,722499.47
ZM,FUT,40502.37,19,19,0,0,1.053,760526.06
COIL,FUT,94050,8,8,0,0,1.053,760526.06
RB,FUT,106306,7,7,0,0,1.053,760526.06
HO,FUT,153568,5,5,0,0,1.053,760526.06
ZS,FUT,72261.82,11,11,0,0,1.053,760526.06
ZL,FUT,44418,18,17,-1,-5.556,1.053,760526.06
GOIL,FUT,100625,4,4,0,0,0.526,380262.89
KC,FUT,60112.5,-6,-6,0,0,-0.526,380262.89
ZC,FUT,33137.5,-12,-11,1,-8.333,-0.526,380262.89
TSR20,FUT,6525,-59,-59,0,-1.695,-0.526,380262.89
ZW,FUT,41487.44,-9,-9,0,0,-0.526,380262.89
NG,FUT,59601.17,-6,-6,0,0,-0.526,380262.89
ZO,FUT,19794.1,-20,-19,1,-5,-0.526,380262.89
,,,,,,,,
,,,,,,,1.832,61629177.84
