Date,Equity MarketValue,Equity Count,Bond MarketValue,Bond Count,Commodity MarketValue,Commodity Count,FX MarketValue,FX Count,Derivatives MarketValue,Derivatives Count
2026-06-03,147436995.53,74,48709879.74,2,1620902.84,2,1892.06,1,0.00,0
2026-06-04,146248343.93,74,48734899.70,2,1634042.92,2,1892.55,1,0.00,0
2026-06-05,140513470.68,74,48749242.07,2,1575014.56,2,1891.23,1,0.00,0
2026-06-08,141517492.02,74,48754119.19,2,7757.00,2,1890.24,1,0.00,0
2026-06-09,140887170.87,74,48759026.73,2,7819.00,1,1888.59,1,0.00,0
2026-06-10,139504229.41,74,48763766.96,2,7701.00,1,1886.61,1,0.00,0
2026-06-11,142035146.83,74,48768887.44,2,7764.00,1,1895.19,1,0.00,0
2026-06-12,126953712.79,74,48778611.26,2,7885.00,1,1889.58,1,0.00,0
2026-06-15,120200620.44,74,48788411.13,2,8032.00,1,0.00,1,0.00,0
2026-06-16,116108831.35,80,48793257.83,2,8158.00,1,0.00,0,0.00,0
2026-06-17,113080840.56,80,48797922.01,2,8084.00,1,0.00,0,0.00,0
2026-06-18,121222794.04,84,48817491.33,2,8221.00,1,0.00,0,0.00,0
2026-06-22,119344308.30,84,48822277.19,2,8274.00,1,0.00,0,0.00,0
2026-06-23,125550716.44,83,48827078.26,2,8234.00,1,0.00,0,0.00,0
2026-06-24,125096596.33,84,48831909.75,2,8277.00,1,0.00,0,0.00,0
2026-06-25,131625828.73,85,48836802.08,2,8394.00,1,0.00,0,0.00,0
