Symbol,Quantity,AvgPrice
BMY,138,77.33
CAH,110,76.21
CEG,-2514,93.55
CGBZ22,8,124.26
CGFZ22,1,112.38
COILF3,8,94.88
CTVA,3792,67.08
GILD,3002,83.16
GIS,110,78.31
GOILZ2,-3,994.08
HSY,-1086,220.85
HUM,25,530.49
IGSB,14842,49.57
MCK,25,364.28
MRK,95,100.64
NGZ2,-6,6.32
NOC,35,488.16
ORLY,10,829.55
PAZ2,2,2018.5
QQQ,15082,286.55
QQQ 17MAR23 280 C,-420,24.74
RBZ2,1,2.58
ZC   DEC 22,-21,6.58
ZC   MAR 23,-12,6.6
ZL   DEC 22,-15,0.76
ZL   JAN 23,17,0.73
ZM   DEC 22,-17,411.8
ZM   JAN 23,19,405.32
ZO   DEC 22,-20,3.89
ZS   JAN 23,1,14.38
ZW   DEC 22,9,8.08
ZW   MAR 23,-10,8.35
