Symbol,Quantity,AvgPrice
AMGN,-36,290.24
AZO,-5,2494.48
BMY,-3353,78.29
CAH,-152,78.02
CEG,2686,93.48
CGBZ22,15,125.17
CGFZ22,17,112.46
CGZZ22,19,103.28
CI,785,319.2
CLF3,-6,76.44
COILF3,-9,83.4
COILG3,-3,83.99
GIS,-105,81.25
GOILZ2,-7,927.79
HEG3,-14,0.9
HOF3,2,3.34
HOZ2,-5,3.44
HUM,-24,525.14
HYG,18737,74.13
IGSB,28157,49.7
K,-3695,71.06
KCH3,-2,1.6
LLY,-24,359.95
MRK,-121,105.03
NGZ2,7,6.66
NOC,-17,526.44
ORLY,-13,845.05
RBF3,2,2.29
RBZ2,-8,2.36
ROL,-281,42.35
ZC   MAR 23,4,6.65
ZL   JAN 23,-13,0.7
ZM   JAN 23,-20,408.91
ZO   DEC 22,21,3.96
ZS   JAN 23,-7,14.28
ZT   DEC 22,-13,102.14
ZW   MAR 23,-2,8.12
