Symbol,Quantity,AvgPrice
AMGN,33,286.01
CAH,128,78.92
CEG,105,95.21
CGZZ22,2,103.33
CI,42,320.49
CLF3,-1,81.34
HUM,23,530.08
HYG,2225,74.42
IGSB,3325,49.69
IXC,1565,41.39
LLY,29,359.48
ORLY,9,847.2
RBF3,1,2.43
ROL,287,39.75
ZW   MAR 23,-1,8.14
