Symbol,Quantity,AvgPrice
ARGT,-14400,94.44
BE,-5000,210.82
CLSE,171000,30.31
COLO,-46500,42.07
COPX,-21500,85.86
DBMF,155000,30.31
EPU,-23000,87.13
FCA,-110100,32.6
GDX,-10000,100.46
HGER,40500,31.18
KMLM,157200,28.23
MP,7990,57.84
QQQ,6340,620.1
SH,-30000,35.74
SQQQ,-18000,63.63
Z74,30800,4.86
