Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LLY,STK,569.72,639,469,-170,-26.604,0.412,267018.96
CEG,STK,114.85,3304,2325,-979,-29.631,0.412,267018.96
GE,STK,107.25,3296,2490,-806,-24.454,0.412,267018.96
MCK,STK,459.59,823,581,-242,-29.405,0.412,267018.96
BRK B,STK,344.4,1095,775,-320,-29.224,0.412,267018.96
PANW,STK,244.86,1489,1090,-399,-26.797,0.412,267018.96
INTC,STK,37.49,7929,7122,-807,-10.178,0.412,267018.96
CMCSA,STK,41.82,8614,6385,-2229,-25.876,0.412,267018.96
CME,STK,210.92,1734,1266,-468,-26.99,0.412,267018.96
VRTX,STK,369.33,1005,723,-282,-28.06,0.412,267018.96
COR,STK,187.23,1962,1426,-536,-27.319,0.412,267018.96
SMH,STK,144,2577,1854,-723,-28.056,0.412,267018.96
AAPL,STK,175.19,2136,1524,-612,-28.652,0.412,267018.96
FTNT,STK,57.31,6550,4659,-1891,-28.87,0.412,267018.96
DLR,STK,126.47,3154,2111,-1043,-33.069,0.412,267018.96
SGEN,STK,214.37,1708,1246,-462,-27.049,0.412,267018.96
CMG,STK,1986.64,204,134,-70,-34.314,0.412,267018.96
QQQ,STK,359.43,168508,117271,-51237,-30.406,65,42150850.49
URNM,STK,46.98,7198,4601,-2597,-36.079,0.333,216158.19
CANE,STK,15.22,19970,14202,-5768,-28.883,0.333,216158.19
GSG,STK,21.59,13967,10012,-3955,-28.317,0.333,216158.19
VCIT,STK,75.03,2859,2161,-698,-24.414,0.25,162118.66
CWB,STK,64.91,3189,2498,-691,-21.668,0.25,162118.66
TLT,STK,85.5,1940,1940,0,-2.268,0.25,162118.66
TMF,STK,4.28,40571,37878,-2693,-6.638,0.25,162118.66
IAU,STK,37.59,11153,8626,-2527,-22.658,0.5,324237.31
XBTF,STK,33.7,14761,9621,-5140,-34.821,0.5,324237.31
,,,,,,,,
,,,,,,,1.479,48635596.64
