Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,450.2,1198,1198,0,0.417,0.2,541516.92
CMCSA,STK,42.4,12705,12705,0,0.527,0.2,541516.92
CME,STK,213.42,2546,2546,0,-0.353,0.2,541516.92
COR,STK,195,2743,2743,0,1.24,0.2,541516.92
FTNT,STK,51.41,10691,10691,0,-1.478,0.2,541516.92
DLR,STK,134.25,3986,3986,0,1.204,0.2,541516.92
SGEN,STK,212,2537,2537,0,0.67,0.2,541516.92
CMG,STK,2162.22,246,246,0,1.626,0.2,541516.92
SMH,STK,162.7,3335,3335,0,-0.21,0.2,541516.92
UPRO,STK,46.95,11409,28835,17426,152.739,0.5,1353792.3
SPXL,STK,89.22,6002,6002,0,1.116,0.2,541516.92
AAPL,STK,189.55,2839,2839,0,0.634,0.2,541516.92
MSFT,STK,373.75,1436,1436,0,0.905,0.2,541516.92
GOOGL,STK,134.25,3945,3945,0,2.256,0.2,541516.92
DAL,STK,36.07,15018,15018,0,-0.033,0.2,541516.92
LLY,STK,593.5,914,914,0,-0.219,0.2,541516.92
CEG,STK,121.69,4440,4440,0,0.225,0.2,541516.92
GE,STK,119.88,4511,4511,0,0.133,0.2,541516.92
BRK B,STK,359,1492,1492,0,1.072,0.2,541516.92
INTC,STK,43.67,12461,12461,0,-0.49,0.2,541516.92
ASML,STK,682,792,792,0,0.253,0.2,541516.92
KNSL,STK,352.14,1531,1531,0,0.457,0.2,541516.92
HD,STK,307.26,1754,1754,0,0.456,0.2,541516.92
JBL,STK,131.39,4131,4131,0,-0.242,0.2,541516.92
IWM,STK,177.9,3031,3031,0,0.429,0.2,541516.92
600519,STK,245.854951185495,900,900,0,-2.111,0.08,216606.77
700,STK,41.8228498074454,11300,12900,1600,14.584,0.2,541516.92
9988,STK,9.55070603337612,22000,22600,600,3.091,0.08,216606.77
9888,STK,13.3632862644416,15600,16200,600,3.904,0.08,216606.77
QQQ,STK,386.05,35007,49095,14088,40.243,7,18953092.2
URNM,STK,49.5,7198,27349,20151,279.953,0.5,1353792.3
CANE,STK,15.09,19970,89715,69745,349.249,0.5,1353792.3
GSG,STK,20.97,13967,19368,5401,38.67,0.15,406137.69
USL,STK,36.83,0,36758,36758,Inf,0.5,1353792.3
BIL,STK,91.68,23569,23569,0,0.242,0.8,2166067.68
JPST,STK,50.2,10761,10761,0,0.242,0.2,541516.92
VCIT,STK,77.35,17426,26253,8827,50.654,0.75,2030688.45
CWB,STK,67.34,20139,30156,10017,49.739,0.75,2030688.45
TLT,STK,89.51,15009,22687,7678,51.156,0.75,2030688.45
TMF,STK,4.86,274490,417837,143347,52.223,0.75,2030688.45
MCD,STK,275.75,4886,7364,2478,50.716,0.75,2030688.45
KO,STK,57.23,23589,35483,11894,50.422,0.75,2030688.45
HUM,STK,498.09,2633,4077,1444,54.842,0.75,2030688.45
LQD,STK,104.16,12974,19496,6522,50.27,0.75,2030688.45
XBTF,STK,35.31,19454,19454,0,-1.46,0.25,676896.15
COIN,STK,100.9,6900,6900,0,-2.768,0.25,676896.15
,,,,,,,,
,,,,,,,1.642,59269026.9
