Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,457.45,1198,0,-1198,-100,0,0
CMCSA,STK,42.48,12705,10108,-2597,-20.441,0.2,429389.47
CME,STK,216.35,2546,1985,-561,-22.035,0.2,429389.47
COR,STK,199.7,2743,2150,-593,-21.619,0.2,429389.47
FTNT,STK,52.97,10691,8106,-2585,-24.179,0.2,429389.47
DLR,STK,136.83,3986,3138,-848,-21.274,0.2,429389.47
SGEN,STK,213.07,2537,2015,-522,-20.575,0.2,429389.47
CMG,STK,2219.42,246,193,-53,-21.545,0.2,429389.47
SMH,STK,161.58,3335,2657,-678,-20.33,0.2,429389.47
UPRO,STK,48.46,57339,66455,9116,15.898,1.5,3220421
SPXL,STK,92.1,21104,27973,6869,32.548,1.2,2576336.8
AAPL,STK,191.1,2839,2247,-592,-20.852,0.2,429389.47
MSFT,STK,378.68,1436,1134,-302,-21.031,0.2,429389.47
GOOGL,STK,138.39,3945,3103,-842,-21.343,0.2,429389.47
DAL,STK,36,15018,11927,-3091,-20.582,0.2,429389.47
LLY,STK,598,914,718,-196,-21.444,0.2,429389.47
CEG,STK,124,4440,3463,-977,-22.005,0.2,429389.47
GE,STK,119.4,4511,3596,-915,-20.284,0.2,429389.47
BRK B,STK,361.88,1492,1187,-305,-20.442,0.2,429389.47
INTC,STK,43.6,12461,9848,-2613,-20.969,0.2,429389.47
ASML,STK,690.3,792,622,-170,-21.465,0.2,429389.47
KNSL,STK,362.71,1531,1184,-347,-22.665,0.2,429389.47
HD,STK,309.2,1754,1389,-365,-20.81,0.2,429389.47
JBL,STK,130.5,4131,3290,-841,-20.358,0.2,429389.47
IWM,STK,178.07,3031,2411,-620,-20.455,0.2,429389.47
DHI,STK,127.02,0,3380,3380,Inf,0.2,429389.47
600519,STK,249.249299719888,900,600,-300,-23.444,0.08,171755.79
700,STK,41.206675224647,12900,10400,-2500,-19.225,0.2,429389.47
9988,STK,9.77535301668806,22000,17500,-4500,-20.136,0.08,171755.79
9888,STK,15.211810012837,15600,11200,-4400,-27.622,0.08,171755.79
QQQ,STK,390.19,72431,72431,0,-1.244,13,27910315.36
URNM,STK,50.05,27349,21448,-5901,-21.577,0.5,1073473.67
CANE,STK,15,89715,71565,-18150,-20.231,0.5,1073473.67
GSG,STK,20.97,13967,11262,-2705,-19.367,0.11,236164.21
USL,STK,37.25,36758,28818,-7940,-21.601,0.5,1073473.67
BIL,STK,91.76,23569,18718,-4851,-20.582,0.8,1717557.87
JPST,STK,50.25,10761,8545,-2216,-20.593,0.2,429389.47
VCIT,STK,77.87,41200,41200,0,0.379,1.5,3220421
CWB,STK,67.59,47481,47481,0,0.348,1.5,3220421
TLT,STK,89.97,35225,35225,0,1.615,1.5,3220421
TMF,STK,4.92,632733,654557,21824,3.449,1.5,3220421
MCD,STK,281.93,11415,11415,0,0.07,1.5,3220421
KO,STK,58.43,55058,55058,0,0.105,1.5,3220421
HUM,STK,515.6,6314,6314,0,-1.077,1.5,3220421
LQD,STK,104.91,30538,30538,0,0.521,1.5,3220421
XBTF,STK,36.25,36000,29613,-6387,-17.742,0.5,1073473.67
COIN,STK,110.13,12200,9747,-2453,-20.107,0.5,1073473.67
GLD,STK,184.95,0,11608,11608,Inf,1,2146947.34
,,,,,,,,
,,,,,,,2.175,80188483.05
