Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,452.97,1198,1198,0,1.419,0.2,550564.56
CMCSA,STK,42.81,12705,12705,0,1.228,0.2,550564.56
CME,STK,212,2546,2546,0,2.003,0.2,550564.56
COR,STK,195.94,2743,2743,0,2.443,0.2,550564.56
FTNT,STK,52.1,10691,10691,0,-1.16,0.2,550564.56
DLR,STK,135.84,3986,3986,0,1.681,0.2,550564.56
SGEN,STK,211.85,2537,2537,0,2.444,0.2,550564.56
CMG,STK,2186.69,246,246,0,2.439,0.2,550564.56
SMH,STK,164.9,3335,3335,0,0.12,0.2,550564.56
UPRO,STK,47.94,28835,57422,28587,99.14,1,2752822.8
SPXL,STK,91.15,6002,21141,15139,252.233,0.7,1926975.96
AAPL,STK,191.12,2839,2839,0,1.479,0.2,550564.56
MSFT,STK,378.9,1436,1436,0,1.184,0.2,550564.56
GOOGL,STK,136.62,3945,3945,0,2.155,0.2,550564.56
DAL,STK,36.35,15018,15018,0,0.852,0.2,550564.56
LLY,STK,599,914,914,0,0.547,0.2,550564.56
CEG,STK,122.28,4440,4440,0,1.396,0.2,550564.56
GE,STK,120.15,4511,4511,0,1.574,0.2,550564.56
BRK B,STK,361.2,1492,1492,0,2.145,0.2,550564.56
INTC,STK,44.63,12461,12461,0,-1.003,0.2,550564.56
ASML,STK,696.11,792,792,0,-0.126,0.2,550564.56
KNSL,STK,356.86,1531,1531,0,0.784,0.2,550564.56
HD,STK,305.99,1754,1754,0,2.566,0.2,550564.56
JBL,STK,132.42,4131,4131,0,0.654,0.2,550564.56
IWM,STK,178.79,3031,3031,0,1.584,0.2,550564.56
600519,STK,250.921568627451,900,900,0,-2.444,0.08,220225.82
700,STK,41.6944801026958,12900,12900,0,2.364,0.2,550564.56
9988,STK,9.76251604621309,22000,22000,0,2.536,0.08,220225.82
9888,STK,13.7869062901155,15600,15600,0,2.397,0.08,220225.82
QQQ,STK,390.63,49095,63424,14329,29.186,9,24775405.2
URNM,STK,50,27349,27349,0,0.655,0.5,1376411.4
CANE,STK,15.32,89715,89715,0,0.144,0.5,1376411.4
GSG,STK,21.08,13967,19588,5621,40.245,0.15,412923.42
USL,STK,37.58,36758,36758,0,-0.359,0.5,1376411.4
BIL,STK,91.71,23569,23569,0,1.884,0.8,2202258.24
JPST,STK,50.21,10761,10761,0,1.896,0.2,550564.56
VCIT,STK,77.64,26253,35456,9203,35.055,1,2752822.8
CWB,STK,67.71,30156,40656,10500,34.819,1,2752822.8
TLT,STK,90.89,22687,30287,7600,33.499,1,2752822.8
TMF,STK,5.07,417837,542963,125126,29.946,1,2752822.8
MCD,STK,278.61,7364,9881,2517,34.18,1,2752822.8
KO,STK,57.45,35483,47917,12434,35.042,1,2752822.8
HUM,STK,501.79,4077,5486,1409,34.56,1,2752822.8
LQD,STK,105,19496,26217,6721,34.474,1,2752822.8
XBTF,STK,36.04,19454,19454,0,-1.84,0.25,688205.7
COIN,STK,105.38,6900,6531,-369,-5.348,0.25,688205.7
,,,,,,,,
,,,,,,,2.017,74023405.08
