Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LLY,STK,555.33,639,479,-160,-25.039,0.412,265955.68
CEG,STK,112.89,3304,2356,-948,-28.692,0.412,265955.68
GE,STK,108.35,3296,2455,-841,-25.516,0.412,265955.68
MCK,STK,455.35,823,584,-239,-29.04,0.412,265955.68
BRK B,STK,341.33,1095,779,-316,-28.858,0.412,265955.68
PANW,STK,242.91,1489,1095,-394,-26.461,0.412,265955.68
INTC,STK,36.31,7929,7325,-604,-7.618,0.412,265955.68
CMCSA,STK,41.22,8614,6452,-2162,-25.099,0.412,265955.68
CME,STK,213.4,1734,1246,-488,-28.143,0.412,265955.68
VRTX,STK,362.11,1005,734,-271,-26.965,0.412,265955.68
COR,STK,185.15,1962,1436,-526,-26.809,0.412,265955.68
SMH,STK,138.64,2577,1918,-659,-25.572,0.412,265955.68
AAPL,STK,169.99,2136,1565,-571,-26.732,0.412,265955.68
FTNT,STK,57.28,6550,4643,-1907,-29.115,0.412,265955.68
DLR,STK,124.36,3154,2139,-1015,-32.181,0.412,265955.68
SGEN,STK,212.81,1708,1250,-458,-26.815,0.412,265955.68
CMG,STK,1942.2,204,137,-67,-32.843,0.412,265955.68
QQQ,STK,349.7,168508,120054,-48454,-28.755,65,41983005
URNM,STK,46.3,7198,4650,-2548,-35.399,0.333,215297.44
CANE,STK,14.98,19970,14372,-5598,-28.032,0.333,215297.44
GSG,STK,21.63,13967,9954,-4013,-28.732,0.333,215297.44
VCIT,STK,74.17,2859,2177,-682,-23.854,0.25,161473.1
CWB,STK,64.7,3189,2496,-693,-21.731,0.25,161473.1
TLT,STK,83.24,1782,1940,158,8.866,0.25,161473.1
TMF,STK,3.97,36899,40673,3774,10.228,0.25,161473.1
IAU,STK,37.56,11153,8598,-2555,-22.909,0.5,322946.19
XBTF,STK,33.4,14761,9669,-5092,-34.496,0.5,322946.19
,,,,,,,,
,,,,,,,1.556,48441928.66
