Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,356.79,1496,1339,-157,-10.495,0.333,477753.24
ED,STK,98.53,5496,4849,-647,-11.772,0.333,477753.24
SRE,STK,166.54,3227,2869,-358,-11.094,0.333,477753.24
BMY,STK,70.25,7506,6801,-705,-9.392,0.333,477753.24
LMT,STK,431.13,1251,0,-1251,-100,0,0
NOC,STK,485.13,1111,985,-126,-11.341,0.333,477753.24
HSY,STK,228.67,2329,2089,-240,-10.305,0.333,477753.24
MRK,STK,89.26,6022,5352,-670,-11.126,0.333,477753.24
HUM,STK,486.71,1097,0,-1097,-100,0,0
K,STK,73.85,7142,6469,-673,-9.423,0.333,477748.51
ADM,STK,89.55,6132,5335,-797,-12.997,0.333,477748.51
CTVA,STK,62.32,8752,7666,-1086,-12.409,0.333,477748.51
SO,STK,78.2,6891,6109,-782,-11.348,0.333,477748.51
AEP,STK,101.17,5287,4722,-565,-10.687,0.333,477748.51
CNC,STK,89.94,5974,0,-5974,-100,0,0
CF,STK,118.35,0,4037,4037,Inf,0.333,477748.51
WM,STK,171.14,0,2792,2792,Inf,0.333,477748.51
DTE,STK,133.22,0,3586,3586,Inf,0.333,477748.51
QQQ,STK,304.29,154254,113044,-41210,-26.716,24,34398236.47
XLE,STK,82.34,48837,43517,-5320,-10.893,2.5,3583149.63
XLU,STK,75.45,53217,47490,-5727,-10.762,2.5,3583149.63
SHYD,STK,22.75,59623,57273,-2350,-3.941,0.909,1302963.49
FMB,STK,50.74,26722,0,-26722,-100,0,0
FPE,STK,17.73,76682,73489,-3193,-4.164,0.909,1302963.49
HYG,STK,75.79,17769,17192,-577,-3.247,0.909,1302963.49
ZB,FUT,136226.6,10,10,0,0,0.909,1302963.49
CGB,FUT,95277.86,14,14,0,0,0.909,1302963.49
GBL,FUT,148320.67,9,9,0,0,0.909,1302963.49
GBX,FUT,166207.88,8,8,0,0,0.909,1302963.49
OAT,FUT,138163.6,10,9,-1,-10,0.909,1302963.49
BTP,FUT,120276.45,11,0,-11,-100,0,0
IGLB,STK,53.8,25422,0,-25422,-100,0,0
IGIB,STK,51.54,26431,25281,-1150,-4.351,0.909,1302963.49
TIP,STK,115.58,0,11273,11273,Inf,0.909,1302963.49
LTPZ,STK,68.5,0,19021,19021,Inf,0.909,1302963.49
IAU,STK,32.81,48717,43684,-5033,-10.331,1,1433259.85
NG,FUT,94140,0,8,8,Inf,0.5,716629.93
PA,FUT,213300,4,3,-1,-25,0.5,716629.93
HE,FUT,36320,25,20,-5,-20,0.5,716629.93
LE,FUT,57230,16,13,-3,-18.75,0.5,716629.93
ZM,FUT,42675.86,22,17,-5,-22.727,0.5,716629.93
GF,FUT,91638.5,10,8,-2,-20,0.5,716629.93
PB,FUT,49950,18,14,-4,-22.222,0.5,716629.93
ZSLME,FUT,90934.5,10,8,-2,-20,0.5,716629.93
KC,FUT,89287.5,0,8,8,Inf,0.5,716629.93
CT,FUT,57985,0,12,12,Inf,0.5,716629.93
ZL,FUT,39534,23,0,-23,-100,0,0
,,,,,,,,
,,,,,,,1.958,71662954.03
