Symbol,Quantity,AvgPrice
CWB,8602,68.31
GLD,23062,189.34
HUM,1165,503.87
KO,9844,58.33
LQD,5285,106.62
MCD,2069,280.62
QQQ,11436,391.51
SPXL,11745,92.38
TLT,5909,92.16
TMF,85536,5.27
UPRO,22325,48.59
VCIT,7334,78.76
