Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
SIVB,STK,570.87,2211,1944,-267,-12.076,0.35,1109690.04
HCA,STK,248.3,5102,4469,-633,-12.407,0.35,1109690.04
COF,STK,158.4,7840,7006,-834,-10.638,0.35,1109690.04
NWSA,STK,24.86,25789,22319,-3470,-13.455,0.175,554845.02
TXT,STK,68.03,18471,0,-18471,-100,0,0
GS,STK,374.05,3378,2967,-411,-12.167,0.35,1109690.04
WFC,STK,44.16,27904,25129,-2775,-9.945,0.35,1109690.04
IPG,STK,35.27,36910,31463,-5447,-14.758,0.35,1109690.04
IRM,STK,43.42,28890,25557,-3333,-11.537,0.35,1109690.04
NUE,STK,94.33,13415,11764,-1651,-12.307,0.35,1109690.04
EXR,STK,171.41,7460,6474,-986,-13.217,0.35,1109690.04
JCI,STK,70.92,17945,15647,-2298,-12.806,0.35,1109690.04
WAT,STK,384.7,3338,2885,-453,-13.571,0.35,1109690.04
LB,STK,77.85,8245,7127,-1118,-13.56,0.175,554845.02
IT,STK,260.61,4897,4258,-639,-13.049,0.35,1109690.04
TGT,STK,260.84,4899,4254,-645,-13.166,0.35,1109690.04
EXPD,STK,130.36,0,8513,8513,Inf,0.35,1109690.04
QQQ,STK,367.66,240946,219576,-21370,-8.869,25.462,80729273.48
IJS,STK,99.38,17511,0,-17511,-100,0,0
EWT,STK,63.69,27149,0,-27149,-100,0,0
XLE,STK,48.32,35358,31570,-3788,-10.713,0.481,1525485.5
PBW,STK,81.53,20621,18711,-1910,-9.262,0.481,1525485.5
2823,STK,2.32,706400,657537,-48863,-6.917,0.481,1525485.5
2800,STK,3.44,483000,443455,-39545,-8.187,0.481,1525485.5
EZU,STK,49.51,70142,61623,-8519,-12.145,0.962,3050971
EXXX,STK,43.73,36392,31797,-4595,-12.626,0.439,1390495.51
EWC,STK,36.93,47147,41307,-5840,-12.387,0.481,1525485.5
KSA,STK,38.63,44792,39490,-5302,-11.837,0.481,1525485.5
FLRN,STK,30.66,704408,620459,-83949,-11.918,6,19023257.75
STIP,STK,106.78,202677,178154,-24523,-12.1,6,19023257.75
CYBA,STK,5.59,1930507,1701544,-228963,-11.86,3,9511628.87
ZT,FUT,220578.12,98,86,-12,-12.245,6,19023257.75
Z3N,FUT,232122.12,93,82,-11,-11.828,6,19023257.75
3KTB,FUT,96199.48,225,198,-27,-12,6,19023257.75
GBX,FUT,251238.3,43,38,-5,-11.628,3,9511628.87
IAU,STK,34.43,104935,92087,-12848,-12.244,1,3170542.96
HG,FUT,111594.45,11,9,-2,-18.182,0.333,1056847.55
ZS,FUT,66987.56,9,8,-1,-11.111,0.167,528423.93
PA,FUT,269764.75,4,4,0,0,0.333,1056847.55
SCI,FUT,21338.25,28,25,-3,-10.714,0.167,528423.93
ZC,FUT,27000,43,39,-4,-9.302,0.333,1056847.55
RB,FUT,94491.62,13,11,-2,-15.385,0.333,1056847.55
AH,FUT,62421.74,19,17,-2,-10.526,0.333,1056847.55
HO,FUT,89325.62,13,12,-1,-7.692,0.333,1056847.55
HE,FUT,37070,33,29,-4,-12.121,0.333,1056847.55
ZL,FUT,37800,32,28,-4,-12.5,0.333,1056847.55
KC,FUT,77529,8,7,-1,-12.5,0.167,528423.93
CL,FUT,71650,17,15,-2,-11.765,0.333,1056847.55
PB,FUT,59821.6,10,9,-1,-10,0.167,528423.93
CT,FUT,44456.46,13,12,-1,-7.692,0.167,528423.93
ZO,FUT,22525,26,23,-3,-11.538,0.167,528423.93
,,,,,,,,
,,,,,,,4.238,240961264.57
