Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
SIVB,STK,561.7,1284,604,-680,-52.96,0.35,339351.95
HCA,STK,245.93,2874,1380,-1494,-51.983,0.35,339351.95
COF,STK,161.39,4380,2103,-2277,-51.986,0.35,339351.95
NWSA,STK,24.75,14400,6856,-7544,-52.389,0.175,169675.98
GS,STK,375.51,1899,904,-995,-52.396,0.35,339351.95
WFC,STK,45.82,15751,7406,-8345,-52.981,0.35,339351.95
IPG,STK,35.25,20145,9627,-10518,-52.211,0.35,339351.95
IRM,STK,43.43,16206,7814,-8392,-51.783,0.35,339351.95
NUE,STK,100,7237,3394,-3843,-53.102,0.35,339351.95
EXR,STK,172.57,4144,1966,-2178,-52.558,0.35,339351.95
JCI,STK,70.29,10060,4828,-5232,-52.008,0.35,339351.95
WAT,STK,386.22,1881,879,-1002,-53.27,0.35,339351.95
LB,STK,77.43,4591,2191,-2400,-52.276,0.175,169675.98
IT,STK,262.1,2689,1295,-1394,-51.841,0.35,339351.95
TGT,STK,257.45,2756,1318,-1438,-52.177,0.35,339351.95
EXPD,STK,125.16,5635,2711,-2924,-51.89,0.35,339351.95
QQQ,STK,365.69,141779,67510,-74269,-52.384,25.462,24687647.65
XLE,STK,50.3,19764,9274,-10490,-53.076,0.481,466505.48
PBW,STK,83.01,12390,5620,-6770,-54.641,0.481,466505.48
2823,STK,2.29,435000,203714,-231286,-53.169,0.481,466505.48
2800,STK,3.45,294000,135219,-158781,-54.007,0.481,466505.48
EZU,STK,49.77,39496,18746,-20750,-52.537,0.962,933010.96
EXXX,STK,44.8,20165,9492,-10673,-52.928,0.439,425224.48
EWC,STK,37.06,26595,12588,-14007,-52.668,0.481,466505.48
KSA,STK,39.53,24802,11801,-13001,-52.419,0.481,466505.48
FLRN,STK,30.64,398326,189865,-208461,-52.334,6,5817462.04
STIP,STK,107.1,114137,54318,-59819,-52.41,6,5817462.04
CYBA,STK,5.6,1097546,519416,-578130,-52.675,3,2908731.02
ZT,FUT,220562.51,55,26,-29,-52.727,6,5817462.04
Z3N,FUT,231971.53,53,25,-28,-52.83,6,5817462.04
3KTB,FUT,96179.39,128,60,-68,-53.125,6,5817462.04
GBX,FUT,253499.46,24,11,-13,-54.167,3,2908731.02
IAU,STK,34.71,59321,27934,-31387,-52.91,1,969577.01
HG,FUT,113625,6,3,-3,-50,0.333,323192.3
ZS,FUT,68375,5,2,-3,-60,0.167,161596.2
PA,FUT,265743,3,1,-2,-66.667,0.333,323192.3
SCI,FUT,19074.53,17,8,-9,-52.941,0.167,161596.2
ZC,FUT,27537.52,25,12,-13,-52,0.333,323192.3
RB,FUT,96167.43,7,3,-4,-57.143,0.333,323192.3
AH,FUT,64167,11,5,-6,-54.545,0.333,323192.3
HO,FUT,90904.86,7,4,-3,-42.857,0.333,323192.3
HE,FUT,35800,18,9,-9,-50,0.333,323192.3
ZL,FUT,38262,18,8,-10,-55.556,0.333,323192.3
KC,FUT,74789.4,5,2,-3,-60,0.167,161596.2
CL,FUT,72850,9,4,-5,-55.556,0.333,323192.3
PB,FUT,59472.67,6,3,-3,-50,0.167,161596.2
CT,FUT,45336.14,7,4,-3,-42.857,0.167,161596.2
ZO,FUT,23100,15,7,-8,-53.333,0.167,161596.2
,,,,,,,,
,,,,,,,4.396,73687852.38
