Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
SIVB,STK,574,2057,2063,6,0.292,0.35,1184142.6
HCA,STK,249.25,4642,4751,109,2.348,0.35,1184142.6
COF,STK,163.21,7313,7255,-58,-0.793,0.35,1184142.6
NWSA,STK,24.61,23752,24058,306,1.288,0.175,592071.3
TXT,STK,68.66,17225,17246,21,0.122,0.35,1184142.6
GS,STK,374,3167,3166,-1,-0.032,0.35,1184142.6
WFC,STK,45.83,25503,25838,335,1.314,0.35,1184142.6
IPG,STK,35.01,36946,33823,-3123,-8.453,0.35,1184142.6
IRM,STK,43.89,26383,26980,597,2.263,0.35,1184142.6
NUE,STK,94,12401,12597,196,1.581,0.35,1184142.6
EXR,STK,167.45,6770,7072,302,4.461,0.35,1184142.6
JCI,STK,70.56,16566,16782,216,1.304,0.35,1184142.6
WAT,STK,370.67,3105,3195,90,2.899,0.35,1184142.6
LB,STK,75.76,7758,7815,57,0.735,0.175,592071.3
IT,STK,256.58,4519,4615,96,2.124,0.35,1184142.6
TGT,STK,256.05,4531,4625,94,2.075,0.35,1184142.6
QQQ,STK,362.1,225146,228915,3769,1.674,24.5,82889982.25
IJS,STK,100.96,16029,16124,95,0.593,0.481,1627835.09
EWT,STK,63.78,24936,25523,587,2.354,0.481,1627835.09
XLE,STK,49.72,32895,32740,-155,-0.471,0.481,1627835.09
PBW,STK,85.86,19295,18959,-336,-1.741,0.481,1627835.09
2823,STK,2.49,640400,653749,13349,2.084,0.481,1627835.09
2800,STK,3.63,445000,448439,3439,0.773,0.481,1627835.09
EZU,STK,49.26,65668,66092,424,0.646,0.962,3255670.17
EXXX,STK,43.42,33807,34173,366,1.083,0.439,1483788.2
EWC,STK,36.75,44030,44295,265,0.602,0.481,1627835.09
KSA,STK,38.63,41262,42139,877,2.125,0.481,1627823.92
FLRN,STK,30.65,646377,662303,15926,2.464,6,20299587.49
STIP,STK,106.35,186295,190875,4580,2.458,6,20299587.49
CYBA,STK,5.59,1771466,1815706,44240,2.497,3,10149793.75
ZT,FUT,220468.76,90,92,2,2.222,6,20299587.49
Z3N,FUT,231838.92,85,88,3,3.529,6,20299587.49
3KTB,FUT,95967.3,207,212,5,2.415,6,20299587.49
GBX,FUT,250246.55,40,41,1,2.5,3,10149793.75
IAU,STK,34.19,96122,98955,2833,2.947,1,3383264.58
HG,FUT,107708,10,10,0,0,0.333,1127754.75
ZS,FUT,68450,8,8,0,0,0.167,563877.54
PA,FUT,268404.75,4,4,0,0,0.333,1127754.75
SCI,FUT,21440.64,25,26,1,4,0.167,563877.54
ZC,FUT,27787.49,39,41,2,5.128,0.333,1127754.75
RB,FUT,93025.83,12,12,0,0,0.333,1127754.75
AH,FUT,61514.89,18,18,0,0,0.333,1127754.75
HO,FUT,88405.77,13,13,0,0,0.333,1127754.75
HE,FUT,36910,14,15,1,7.143,0.167,563877.54
ZL,FUT,36930,29,31,2,6.897,0.333,1127754.75
KC,FUT,71087.94,18,16,-2,-11.111,0.333,1127754.75
CL,FUT,71080,16,16,0,0,0.333,1127754.75
PB,FUT,59354.44,9,10,1,11.111,0.167,563877.54
CT,FUT,44843.17,12,13,1,8.333,0.167,563877.54
ZO,FUT,22100,24,26,2,8.333,0.167,563877.54
,,,,,,,,
,,,,,,,3.921,257128096.7
