Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
SIVB,STK,569.32,2057,2211,154,7.487,0.35,1259012.3
HCA,STK,246.79,4642,5102,460,9.91,0.35,1259012.3
COF,STK,160.59,7313,7840,527,7.206,0.35,1259012.3
NWSA,STK,24.41,23752,25789,2037,8.576,0.175,629506.15
TXT,STK,68.16,17225,18471,1246,7.234,0.35,1259012.3
GS,STK,372.71,3167,3378,211,6.662,0.35,1259012.3
WFC,STK,45.12,25503,27904,2401,9.415,0.35,1259012.3
IPG,STK,34.11,33823,36910,3087,9.127,0.35,1259012.3
IRM,STK,43.58,26383,28890,2507,9.502,0.35,1259012.3
NUE,STK,93.85,12401,13415,1014,8.177,0.35,1259012.3
EXR,STK,168.77,7072,7460,388,5.486,0.35,1259012.3
JCI,STK,70.16,16566,17945,1379,8.324,0.35,1259012.3
WAT,STK,377.17,3105,3338,233,7.504,0.35,1259012.3
LB,STK,76.35,7758,8245,487,6.277,0.175,629506.15
IT,STK,257.09,4519,4897,378,8.365,0.35,1259012.3
TGT,STK,257.01,4531,4899,368,8.122,0.35,1259012.3
QQQ,STK,365.77,225146,240946,15800,7.018,24.5,88130861.2
IJS,STK,98.84,16029,17511,1482,9.246,0.481,1730758.1
EWT,STK,63.75,24936,27149,2213,8.875,0.481,1730758.1
XLE,STK,48.95,32895,35358,2463,7.487,0.481,1730758.1
PBW,STK,83.93,19295,20621,1326,6.872,0.481,1730758.1
2823,STK,2.45,640400,706432,66032,10.311,0.481,1730758.1
2800,STK,3.58,445000,483452,38452,8.641,0.481,1730758.1
EZU,STK,49.35,65668,70142,4474,6.813,0.962,3461516.2
EXXX,STK,43.35,33807,36392,2585,7.646,0.439,1577603.57
EWC,STK,36.71,44030,47147,3117,7.079,0.481,1730758.1
KSA,STK,38.64,41262,44792,3530,8.555,0.481,1730758.1
FLRN,STK,30.64,646377,704408,58031,8.978,6,21583068.05
STIP,STK,106.49,186295,202677,16382,8.794,6,21583068.05
CYBA,STK,5.59,1771466,1930507,159041,8.978,3,10791534.02
ZT,FUT,220546.88,90,98,8,8.889,6,21583068.05
Z3N,FUT,232018.54,85,93,8,9.412,6,21583068.05
3KTB,FUT,96002.14,207,225,18,8.696,6,21583068.05
GBX,FUT,250074.28,40,43,3,7.5,3,10791534.02
IAU,STK,34.28,96122,104935,8813,9.169,1,3597178.01
HG,FUT,108633.3,10,11,1,10,0.333,1199059.22
ZS,FUT,67662.5,8,9,1,12.5,0.167,599529.79
PA,FUT,269927.5,4,4,0,0,0.333,1199059.22
SCI,FUT,21296.12,26,28,2,7.692,0.167,599529.79
ZC,FUT,27875,41,43,2,4.878,0.333,1199059.22
RB,FUT,94080,12,13,1,8.333,0.333,1199059.22
AH,FUT,62311.17,18,19,1,5.556,0.333,1199059.22
HO,FUT,89707.77,13,13,0,0,0.333,1199059.22
HE,FUT,36740,15,33,18,120,0.333,1199059.22
ZL,FUT,37338,31,32,1,3.226,0.333,1199059.22
KC,FUT,75806.19,16,8,-8,-50,0.167,599529.79
CL,FUT,71890,16,17,1,6.25,0.333,1199059.22
PB,FUT,59977.2,10,10,0,0,0.167,599529.79
CT,FUT,44908.85,13,13,0,0,0.167,599529.79
ZO,FUT,22712.5,26,26,0,0,0.167,599529.79
,,,,,,,,
,,,,,,,4.114,273385528.3
