Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXR,STK,204.54,4072,4072,0,-0.786,0.298,826309.41
MAA,STK,213.02,3972,3972,0,-2.341,0.298,826309.41
WM,STK,,0,,,,0,0
PLD,STK,156.44,5352,5352,0,-1.308,0.298,826309.41
DRE,STK,58.8,14307,14307,0,-1.775,0.298,826309.41
PSA,STK,367.33,2274,2274,0,-1.055,0.298,826309.41
AZO,STK,2030.17,408,408,0,-0.245,0.298,826309.41
PG,STK,163.78,5179,5179,0,-2.587,0.298,826309.41
EXC,STK,43.55,13134,18974,5840,44.465,0.298,826309.41
PEP,STK,174.2,4781,4781,0,-0.795,0.298,826309.41
SBNY,STK,310.78,1363,1363,0,-2.494,0.149,413154.71
MCK,STK,266,3258,3106,-152,-4.665,0.298,826309.41
TSN,STK,90.04,9216,9216,0,-0.423,0.298,826309.41
FITB,STK,46.18,18043,18043,0,-0.831,0.298,826309.41
CHD,STK,101,4080,4080,0,0.27,0.149,413154.71
HSY,STK,203.92,2121,2026,-95,-4.479,0.149,413154.71
CVS,STK,108.7,7698,7698,0,-1.247,0.298,826309.41
ABBV,STK,141.02,3051,2930,-121,-3.966,0.149,413154.71
QQQ,STK,355.33,214008,214008,0,-0.763,27.17,75463574.92
XLE,STK,68.08,20614,19629,-985,-4.778,0.481,1336371.46
PBW,STK,52.76,12274,12665,391,3.186,0.241,668185.73
EXXX,STK,47.7,14595,14008,-587,-4.022,0.241,668185.73
2823,STK,2.25,613500,593900,-19600,-3.188,0.481,1336371.46
2800,STK,3.17,442000,421500,-20500,-4.623,0.481,1336371.46
IJS,STK,99.01,13959,13497,-462,-3.31,0.481,1336371.46
KSA,STK,44.46,31305,30058,-1247,-3.983,0.481,1336371.46
FM,STK,33.81,41277,39526,-1751,-4.242,0.481,1336371.46
STIP,STK,104.42,81120,81120,0,-1.63,3,8332531.87
LTPZ,STK,82.83,51972,50299,-1673,-3.219,1.5,4166265.94
ZN,FUT,127656.26,34,34,0,-2.941,1.5,4166265.94
ZB,FUT,155156.26,27,27,0,0,1.5,4166265.94
ZT,FUT,216476.58,40,38,-2,-5,3,8332531.87
Z3N,FUT,225101.56,39,37,-2,-5.128,3,8332531.87
CYBA,STK,5.87,1449082,1449082,0,-2.041,3,8332531.87
CNYB,STK,5.68,996669,996669,0,-1.873,2,5555021.25
GBX,FUT,231345.84,19,18,-1,-5.263,1.5,4166265.94
BTS,FUT,128445.2,69,32,-37,-53.623,1.5,4166265.94
HYD,STK,60.73,70086,70086,0,-2.116,1.5,4166265.94
IAU,STK,34.44,82547,82547,0,-2.301,1,2777510.62
RB,FUT,112387.8,20,19,-1,-5,0.762,2116198.68
AH,FUT,76821.52,29,28,-1,-3.448,0.762,2116198.68
HO,FUT,121044,19,17,-2,-10.526,0.762,2116198.68
COIL,FUT,92660,24,23,-1,-4.167,0.762,2116198.68
GOIL,FUT,82850,27,26,-1,-3.704,0.762,2116198.68
ZO,FUT,36487.51,59,59,0,-1.695,0.762,2116198.68
KC,FUT,90900,24,23,-1,-4.167,0.762,2116198.68
SB,FUT,20372.8,-54,-52,2,-3.704,-0.381,1058099.34
LE,FUT,58710,-18,-18,0,0,-0.381,1058099.34
PB,FUT,55561.37,-19,-19,0,0,-0.381,1058099.34
SI,FUT,112750,-10,-9,1,-10,-0.381,1058099.34
DA,FUT,40945.15,-27,-26,1,-3.704,-0.381,1058099.34
GF,FUT,83387.46,-13,-13,0,0,-0.381,1058099.34
CC,FUT,26640,-41,-41,0,-2.439,-0.381,1058099.34
ZW,FUT,,0,,,,0,0
KE,FUT,,0,,,,0,0
NG,FUT,,0,,,,0,0
ZM,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,3.501,186093157.4
