Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXR,STK,198.19,3438,3760,322,9.366,0.298,745246.18
MAA,STK,206.68,3321,3606,285,8.582,0.298,745246.18
WM,STK,,0,,,,0,0
PLD,STK,156.82,4324,4752,428,9.898,0.298,745246.18
DRE,STK,57.78,11662,12898,1236,10.599,0.298,745246.18
PSA,STK,358.53,1902,2079,177,9.306,0.298,745246.18
AZO,STK,1986.35,346,375,29,8.382,0.298,745246.18
PG,STK,160.5,4151,4643,492,11.853,0.298,745246.18
EXC,STK,57.62,11848,12934,1086,9.166,0.298,745246.18
PEP,STK,172.43,3855,4322,467,12.114,0.298,745246.18
SBNY,STK,304.63,1135,1223,88,7.753,0.149,372623.09
MCK,STK,256.72,2647,2903,256,9.671,0.298,745246.18
TSN,STK,90.89,7487,8199,712,9.51,0.298,745246.18
FITB,STK,44.43,15371,16773,1402,9.121,0.298,745246.18
CHD,STK,102.65,3359,3630,271,8.068,0.149,372623.09
HSY,STK,197.07,1736,1891,155,8.929,0.149,372623.09
CVS,STK,106.6,6237,6991,754,12.089,0.298,745246.18
ABBV,STK,137.27,2478,2715,237,9.564,0.149,372623.09
QQQ,STK,364.65,175724,186646,10922,6.215,27.17,68060389.81
XLE,STK,65.58,16888,18379,1491,8.829,0.481,1205269.73
PBW,STK,56.72,10704,10704,0,-0.738,0.241,602634.87
EXXX,STK,47,11954,12822,868,7.261,0.241,602634.87
2823,STK,2.22,468500,542900,74400,15.883,0.481,1205269.73
2800,STK,3.08,353000,391500,38500,10.856,0.481,1205269.73
IJS,STK,100,10984,12053,1069,9.732,0.481,1205269.73
KSA,STK,45.18,24327,26677,2350,9.66,0.481,1205269.73
FM,STK,33.98,31865,35470,3605,11.313,0.481,1205269.73
STIP,STK,104.76,64519,71736,7217,11.186,3,7515087.49
LTPZ,STK,85.69,40296,43850,3554,8.82,1.5,3757543.74
ZN,FUT,128062.52,27,29,2,7.407,1.5,3757543.74
ZB,FUT,155625,22,24,2,9.091,1.5,3757543.74
ZT,FUT,216656.25,32,35,3,9.375,3,7515087.49
Z3N,FUT,225492.19,31,33,2,6.452,3,7515087.49
CYBA,STK,5.87,1249675,1249675,0,2.447,3,7515087.49
CNYB,STK,5.68,738486,882053,143567,19.441,2,5010058.32
GBX,FUT,228449.13,15,16,1,6.667,1.5,3757543.74
BTS,FUT,127280.4,55,59,4,7.273,3,7515087.49
HYD,STK,60.97,57080,61629,4549,7.97,1.5,3757543.74
IAU,STK,34.32,67499,72990,5491,8.135,1,2505029.16
RB,FUT,106423.81,16,18,2,12.5,0.762,1908593.74
AH,FUT,76239.96,23,25,2,8.696,0.762,1908593.74
HO,FUT,112733.6,15,17,2,13.333,0.762,1908593.74
COIL,FUT,88390,20,22,2,10,0.762,1908593.74
GOIL,FUT,77425,22,25,3,13.636,0.762,1908593.74
ZO,FUT,34387.51,49,56,7,14.286,0.762,1908593.74
KC,FUT,89287.5,20,21,1,5,0.762,1908593.74
SB,FUT,20675.21,-43,-46,-3,6.977,-0.381,954296.87
LE,FUT,57780,-15,-17,-2,13.333,-0.381,954296.87
PB,FUT,56078.47,-15,-17,-2,13.333,-0.381,954296.87
SI,FUT,114775,-8,-8,0,0,-0.381,954296.87
DA,FUT,40580,-22,-24,-2,9.091,-0.381,954296.87
GF,FUT,81600,-11,-12,-1,9.091,-0.381,954296.87
CC,FUT,25880,-35,-37,-2,5.714,-0.381,954296.87
ZW,FUT,,0,,,,0,0
KE,FUT,,0,,,,0,0
NG,FUT,,0,,,,0,0
ZM,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,3.151,171594448.53
