Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXR,STK,194.21,3354,3512,158,4.711,0.298,682144.84
MAA,STK,207.58,3132,3286,154,4.917,0.298,682144.84
PSA,STK,355.64,1861,1918,57,3.063,0.298,682144.84
PG,STK,157.99,4242,4242,0,1.792,0.298,682144.84
EXC,STK,42.2,15675,16165,490,3.126,0.298,682144.84
PEP,STK,166.2,3931,4104,173,4.401,0.298,682144.84
SBNY,STK,331.37,984,1029,45,4.573,0.149,341072.42
MCK,STK,270.67,2435,2520,85,3.491,0.298,682144.84
FITB,STK,48.23,13662,14144,482,3.528,0.298,682144.84
HSY,STK,203.35,1609,1677,68,4.226,0.149,341072.42
CVS,STK,103.5,6449,6449,0,2.202,0.298,682144.84
ABBV,STK,143,4706,4706,0,1.36,0.298,682144.84
CB,STK,202.07,3236,3376,140,4.326,0.298,682144.84
ADM,STK,76.12,8636,8961,325,3.763,0.298,682144.84
KEY,STK,26.07,25400,26166,766,3.016,0.298,682144.84
BK,STK,61.47,10595,11097,502,4.738,0.298,682144.84
QQQ,STK,354.19,169600,169600,0,0.198,26.25,60189250.43
XLE,STK,67.95,47111,50195,3084,6.546,1.487,3410724.19
EXXX,STK,47.94,14672,14672,0,1.418,0.311,713354.05
2823,STK,2.26,616600,616600,0,2.382,0.622,1426708.11
2800,STK,3.13,435500,456000,20500,4.665,0.622,1426708.11
KSA,STK,44.67,30838,31939,1101,3.57,0.622,1426708.11
FM,STK,34.06,40553,41888,1335,3.292,0.622,1426708.11
STIP,STK,104.43,63783,65870,2087,3.272,3,6878771.48
LTPZ,STK,80.67,20426,21318,892,4.367,0.75,1719692.87
ZN,FUT,125718.77,26,27,1,3.846,1.5,3439385.74
ZB,FUT,151093.77,22,23,1,4.545,1.5,3439385.74
ZT,FUT,215078.13,31,32,1,3.226,3,6878771.48
Z3N,FUT,223000,30,31,1,3.333,3,6878771.48
CYBA,STK,5.85,1140336,1175858,35522,3.115,3,6878771.48
CNYB,STK,5.66,785789,810220,24431,3.109,2,4585847.65
GBX,FUT,220162.43,7,8,1,14.286,0.75,1719692.87
HYD,STK,59.36,27953,28971,1018,3.642,0.75,1719692.87
IAU,STK,35.28,62814,64992,2178,3.467,1,2292923.83
RB,FUT,119044.78,18,18,0,0,0.952,2183737.09
AH,FUT,80374.48,27,27,0,0,0.952,2183737.09
HO,FUT,116659.18,17,19,2,11.765,0.952,2183737.09
COIL,FUT,91940,22,24,2,9.091,0.952,2183737.09
GOIL,FUT,82775,25,26,1,4,0.952,2183737.09
ZO,FUT,36900,55,59,4,7.273,0.952,2183737.09
KC,FUT,93487.5,22,23,1,4.545,0.952,2183737.09
SB,FUT,19689.61,-51,-55,-4,7.843,-0.476,1091868.54
PB,FUT,58187.5,-18,-19,-1,5.556,-0.476,1091868.54
DA,FUT,45427.39,-23,-24,-1,4.348,-0.476,1091868.54
GF,FUT,83275,-13,-13,0,0,-0.476,1091868.54
TSR20,FUT,8935,-117,-122,-5,4.274,-0.476,1091868.54
HG,FUT,113300,-9,-10,-1,11.111,-0.476,1091868.54
SI,FUT,117000,-9,-9,0,0,-0.476,1091868.54
,,,,,,,,
,,,,,,,2.862,149613280.61
