Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXR,STK,185.02,3393,0,-3393,-100,0,0
MAA,STK,204.24,3122,3122,0,-1.409,0.298,628665.27
PSA,STK,343.56,1850,1850,0,-1.081,0.298,628665.27
PG,STK,158.2,3994,3994,0,-0.501,0.298,628665.27
EXC,STK,41.63,15336,15336,0,-1.532,0.298,628665.27
PEP,STK,166.02,3834,3834,0,-1.226,0.298,628665.27
SBNY,STK,319,946,985,39,4.123,0.149,314332.64
MCK,STK,270.81,2342,2342,0,-0.897,0.298,628665.27
FITB,STK,48.23,13287,13287,0,-1.897,0.298,628665.27
HSY,STK,202.59,1585,1585,0,-2.082,0.149,314332.64
CVS,STK,101.41,6259,6259,0,-0.959,0.298,628665.27
ABBV,STK,143.22,4417,4417,0,-0.611,0.298,628665.27
CB,STK,204.71,3144,3144,0,-2.322,0.298,628665.27
ADM,STK,75.71,8353,8353,0,-0.587,0.298,628665.27
KEY,STK,25.6,24885,24885,0,-1.318,0.298,628665.27
BK,STK,55.23,11097,5691,-5406,-48.716,0.149,314332.64
MTB,STK,182.35,0,1724,1724,Inf,0.149,314332.64
EXPE,STK,209.17,0,3006,3006,Inf,0.298,628665.27
QQQ,STK,340.17,162421,152196,-10225,-6.295,24.5,51772434.37
XLE,STK,69.9,47275,52905,5630,11.909,1.75,3698031.03
EXXX,STK,44.84,14216,18369,4153,29.214,0.39,823646.6
EWU,STK,34.27,0,48069,48069,Inf,0.78,1647314.34
2823,STK,2.24,584800,735400,150600,25.754,0.78,1647314.34
2800,STK,3.03,428000,543500,115500,27.025,0.78,1647314.34
KSA,STK,45.65,29284,36086,6802,23.228,0.78,1647314.34
FM,STK,34.5,38839,47748,8909,22.938,0.78,1647314.34
STIP,STK,104.7,61710,61710,0,-1.881,3,6339481.76
LTPZ,STK,81.13,20094,20094,0,-2.782,0.75,1584870.44
ZN,FUT,126617.19,26,25,-1,-3.846,1.5,3169740.88
ZB,FUT,155000,21,20,-1,-4.762,1.5,3169740.88
ZT,FUT,214750,30,30,0,0,3,6339481.76
Z3N,FUT,222695.31,29,28,-1,-3.448,3,6339481.76
CYBA,STK,5.85,1098088,1098088,0,-1.313,3,6339481.76
CNYB,STK,5.65,756503,756503,0,-1.121,2,4226321.17
GBX,FUT,221980.71,7,7,0,0,0.75,1584870.44
IAU,STK,36.06,59935,117202,57267,95.549,2,4226321.17
RB,FUT,122736.61,18,16,-2,-11.111,0.952,2012533.99
AH,FUT,84189.92,25,24,-1,-4,0.952,2012533.99
HO,FUT,119599.22,18,17,-1,-5.556,0.952,2012533.99
COIL,FUT,95510,23,21,-2,-8.696,0.952,2012533.99
ZL,FUT,41664,0,48,48,Inf,0.952,2012533.99
ZO,FUT,34775,58,58,0,0,0.952,2012533.99
KC,FUT,92437.5,22,22,0,0,0.952,2012533.99
SB,FUT,19985.94,-51,-51,0,-1.961,-0.476,1006267
PB,FUT,58662.41,-17,-17,0,0,-0.476,1006267
TSR20,FUT,9010,-114,-114,0,-1.754,-0.476,1006267
HG,FUT,113200,-9,-9,0,0,-0.476,1006267
SI,FUT,120725,-9,-8,1,-11.111,-0.476,1006267
ZSLME,FUT,89287.5,0,-11,-11,-Inf,-0.476,1006267
SCI,FUT,13630,0,-74,-74,-Inf,-0.476,1006267
DA,FUT,44800,-23,0,23,-100,0,0
GF,FUT,82700,-12,0,12,-100,0,0
GOIL,FUT,84950,26,0,-26,-100,0,0
,,,,,,,,
,,,,,,,2.77,138412061.72
