Action,Quantity,Symbol,SecType,LastTradingDayOrContractMonth,DivPrt,Exchange,Currency,TimeInForce,OrderType,BasketTag,Account,OrderRef,Multiplier,
BUY,1,TSR20,FUT,20210531,false,SGX,USD,DAY,LMT,Basket,U8251256,Basket,50,
