Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LB,STK,59.76,7517,7628,111,1.477,0.192,455826.23
PWR,STK,84.32,10645,10812,167,1.569,0.385,911652.69
DE,STK,367.07,2492,2484,-8,-0.321,0.385,911652.69
SIVB,STK,469.39,1885,1942,57,3.024,0.385,911652.69
DFS,STK,94.08,9567,9690,123,1.286,0.385,911652.69
TT,STK,166.58,5518,5473,-45,-0.816,0.385,911652.69
HCA,STK,187.19,4855,4870,15,0.309,0.385,911652.69
MHK,STK,191.27,4741,4766,25,0.527,0.385,911652.69
IVZ,STK,24.63,37463,37014,-449,-1.199,0.385,911652.69
RF,STK,20.4,44171,44689,518,1.173,0.385,911652.69
TPR,STK,39.49,22191,23086,895,4.033,0.385,911652.69
OKE,STK,50.57,18124,18028,-96,-0.53,0.385,911652.69
FITB,STK,37,24131,24639,508,2.105,0.385,911652.69
URI,STK,324.47,2812,2810,-2,-0.071,0.385,911652.69
COF,STK,126.49,7158,7207,49,0.685,0.385,911652.69
UAA,STK,21.46,20742,21241,499,2.406,0.192,455826.23
QQQ,STK,313.89,151095,141900,-9195,-6.086,18.81,44541058.25
ARKK,STK,110.78,13166,13226,60,0.456,0.619,1465174.44
IJS,STK,99.21,29274,29537,263,0.898,1.238,2930348.88
EWT,STK,59.51,50254,49241,-1013,-2.016,1.238,2930348.88
XLE,STK,49.65,29662,29510,-152,-0.512,0.619,1465174.44
DIA,STK,332.3,0,7055,7055,Inf,0.99,2344266.22
2823,STK,2.52,2385200,2325674,-59526,-2.496,2.475,5860697.76
XACTOMXS3,STK,32.18,92195,91061,-1134,-1.23,1.238,2930348.88
IAU,STK,16.16,146376,146531,155,0.106,1,2367945.68
FLRN,STK,30.63,471651,463848,-7803,-1.654,6,14207674.08
ZT,FUT,220739.14,64,64,0,0,6,14207674.08
Z3N,FUT,231879.74,61,61,0,0,6,14207674.08
3KTB,FUT,97547.73,146,146,0,0,6,14207674.08
BTS,FUT,132761.17,109,107,-2,-1.835,6,14207674.08
KE,FUT,28253.38,39,39,0,0,0.462,1092898.1
HG,FUT,99967.45,11,11,0,0,0.462,1092898.1
TSR20,FUT,8280,133,132,-1,-0.752,0.462,1092898.1
ZS,FUT,69512.5,16,16,0,0,0.462,1092898.1
PA,FUT,255370,4,4,0,0,0.462,1092898.1
SCI,FUT,16110.65,68,68,0,0,0.462,1092898.1
ZC,FUT,27331.82,40,40,0,0,0.462,1092898.1
RB,FUT,83307,14,13,-1,-7.143,0.462,1092898.1
AH,FUT,55963.26,19,20,1,5.263,0.462,1092898.1
NI,FUT,97615.5,6,6,0,0,0.231,546448.93
HO,FUT,75524.4,15,14,-1,-6.667,0.462,1092898.1
HE,FUT,41988.77,13,13,0,0,0.231,546448.93
ZL,FUT,31521.46,35,35,0,0,0.462,1092898.1
PL,FUT,59205.74,19,18,-1,-5.263,0.462,1092898.1
VIX,FUT,21900,20,22,2,10,0.2,473589.14
,,,,,,,,
,,,,,,,3.178,166229788.2
