Action,Quantity,Symbol,SecType,LastTradingDayOrContractMonth,DivPrt,Exchange,Currency,TimeInForce,OrderType,BasketTag,Account,OrderRef,Multiplier,
BUY,1,ZL,FUT,20210514,false,ECBOT,USD,DAY,LMT,Basket,U8251256,Basket,60000,
