Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXC,STK,44.7,10987,10987,0,-2.649,0.333,478095.96
MCK,STK,337.67,1423,1423,0,-0.492,0.333,478095.96
ABBV,STK,150.87,3189,3189,0,-0.627,0.333,478095.96
ED,STK,95.36,5232,5014,-218,-4.167,0.333,478095.96
SRE,STK,159.68,3023,3023,0,-0.959,0.333,478095.96
BMY,STK,73.63,6772,6493,-279,-4.12,0.333,478095.96
AEP,STK,96.42,5126,4958,-168,-3.277,0.333,478095.96
LMT,STK,396.81,1197,1197,0,0.668,0.333,478095.96
NOC,STK,444.65,1056,1056,0,1.799,0.333,478095.96
HSY,STK,218.01,2206,2206,0,-0.589,0.333,478095.96
AMGN,STK,251.14,1922,1922,0,-0.937,0.333,478095.96
MRK,STK,91.29,5281,5281,0,-0.833,0.333,478095.96
GIS,STK,74.41,6505,6505,0,-1.23,0.333,478091.22
HUM,STK,492.28,989,989,0,-1.82,0.333,478091.22
DLTR,STK,157.82,2954,2954,0,2.539,0.333,478091.22
QQQ,STK,298.9,144486,144486,0,-0.366,30,43028640.48
XLE,STK,73.73,19232,19232,0,1.149,1,1434288.02
IXC,STK,33.99,41949,41949,0,0.591,1,1434288.02
SHYD,STK,22.99,333583,323281,-10302,-3.088,5.182,7432219.74
FMB,STK,51.44,148534,148534,0,-2.727,5.182,7432219.74
ZF,FUT,112921.88,68,68,0,-2.941,5.182,7432219.74
ZN,FUT,119859.37,62,62,0,0,5.182,7432219.74
TN,FUT,129578.12,57,57,0,0,5.182,7432219.74
ZB,FUT,142062.5,52,52,0,0,5.182,7432219.74
GBS,FUT,111495.03,68,68,0,-1.471,5.182,7432219.74
GBL,FUT,158019.33,48,48,0,-2.083,5.182,7432219.74
3KTB,FUT,80350.74,92,92,0,0,5.182,7432219.74
FLKTB,FUT,88367.49,84,84,0,0,5.182,7432219.74
IGLB,STK,54.86,138735,138735,0,-2.349,5.182,7432219.74
IAU,STK,32.68,44869,44869,0,-2.184,1,1434288.02
CL,FUT,95220,3,4,1,33.333,0.238,341497.24
GOIL,FUT,107025,3,3,0,0,0.238,341497.24
COIL,FUT,99630,3,3,0,0,0.238,341497.24
HO,FUT,148818.5,2,2,0,0,0.238,341497.24
RB,FUT,130426.67,3,3,0,0,0.238,341497.24
NG,FUT,87830,4,4,0,0,0.238,341497.24
CT,FUT,47965,7,7,0,0,0.238,341497.24
TSR20,FUT,7565,-91,-91,0,-1.099,-0.476,682994.33
HG,FUT,85512.5,-8,-8,0,0,-0.476,682994.33
SI,FUT,93150,-7,-7,0,0,-0.476,682994.33
ZSLME,FUT,77562.44,-9,-9,0,0,-0.476,682994.33
DA,FUT,42245.81,-16,-16,0,0,-0.476,682994.33
ZC,FUT,29962.48,-23,-23,0,0,-0.476,682994.33
CC,FUT,24000,-29,-28,1,-3.448,-0.476,682994.33
,,,,,,,,
,,,,,,,3.721,143428787.85
