Symbol,Quantity,AvgPrice
AFL,-560,68.49
ALIJ3,3,2438.17
CAH,-484,78.34
CB,-2042,208.57
CCK3,44,2778.86
CEG,-344,81.32
CTK3,-27,0.82
CTVA,-6963,60.74
DE,905,430.94
FMB,-2135,50.37
GILD,-531,85.09
GOILH3,-1,795.0
HCA,1491,257.94
HGH3,12,4.22
HYD,-2161,50.98
HYG,-1535,73.66
IAU,-3444,34.83
IGIB,-2278,49.86
IGLB,-2341,50.28
IGSB,-2330,49.97
IXC,-50425,38.55
LMT,-89,477.98
LVS,-516,56.02
MO,-901,47.39
MRK,-450,109.53
ORLY,-49,862.74
PAH3,8,1519.88
PLJ3,3,939.73
QQQ,-10288,296.15
RBJ3,-1,2.63
REGN,-60,748.62
SBK3,-3,0.2
SCHW,-463,80.07
SIH3,12,21.83
SIK3,-10,21.94
STIP,-1148,97.36
TIP,-1094,107.1
TRV,-235,184.72
ULTA,-68,527.05
XLE,-23186,84.36
ZC   MAY 23,-2,6.79
ZM   MAY 23,-1,479.0
ZO   MAY 23,-64,3.46
ZS   MAY 23,-1,15.33
