Symbol,Quantity,AvgPrice
ABC,96,156.73
CAH,136,79.42
CEG,137,85.01
FMB,5896,51.24
FPE,18398,18.04
GILD,126,86.14
HEJ3,-1,0.83
HYD,5787,52.28
HYG,3686,75.86
IAU,1196,35.56
IGIB,6394,51.14
LTPZ,3254,61.84
MCK,34,366.85
MO,429,46.27
NGH3,-3,2.46
ORLY,18,801.16
PLJ3,-1,966.4
RBH3,1,2.42
REGN,42,750.18
UB   MAR 23,2,142.09
ULTA,28,526.96
ZB   MAR 23,2,129.27
