Symbol,Quantity,AvgPrice
AFL,287,68.4
ALIJ3,-2,2365.12
CAH,305,77.87
CEG,408,78.76
CTK3,-1,0.83
DE,50,424.68
FMB,1232,50.33
GILD,309,83.21
GOILH3,1,790.75
HCA,92,253.92
HOJ3,1,2.69
HYD,1202,51.07
HYG,753,74.26
IAU,1919,34.56
IGIB,1218,49.88
IGLB,1165,50.64
IGSB,1239,49.98
IXC,1891,38.44
LMT,42,479.07
LVS,223,57.49
MO,486,47.34
MRK,200,110.2
ORLY,33,839.89
PLJ3,-1,945.5
QQQ,5538,294.73
RBJ3,1,2.59
REGN,26,756.24
SBK3,1,0.2
SCHW,255,79.38
SIK3,-1,21.46
STIP,653,97.32
TIP,588,107.05
TRV,103,185.8
ULTA,32,532.2
XLE,766,84.41
ZC   MAY 23,1,6.7
ZM   MAY 23,1,475.6
ZO   MAY 23,-3,3.45
ZS   MAY 23,1,15.29
