Symbol,Quantity,AvgPrice
ABC,-2349,158.84
AFL,5748,70.32
ALIJ3,-19,2422.88
CAH,407,79.52
CB,188,215.23
CCK3,-44,2654.09
CEG,434,86.5
CTVA,489,62.73
FMB,-39354,51.18
FPE,-336655,17.91
GILD,494,87.07
GOILH3,4,838.31
HEJ3,15,0.85
HGH3,-11,4.05
HOH3,-2,2.86
HOJ3,5,2.84
HYD,-38534,52.18
HYG,-26338,74.92
IAU,4135,35.17
IGIB,-39263,50.59
IGLB,78266,51.77
IGSB,80401,50.21
IXC,46668,40.47
LMT,835,483.19
LTPZ,-102499,60.38
LVS,990,57.79
MCK,-977,367.67
MO,903,47.66
MRK,403,108.65
NGH3,21,2.46
ORLY,54,838.61
PAH3,-5,1526.9
PLJ3,-13,952.45
QQQ,15304,303.39
RBH3,-2,2.48
RBJ3,6,2.7
REGN,55,761.43
SBH3,-11,0.21
SBK3,24,0.2
SCHW,523,81.08
SIH3,-5,21.94
STIP,41388,97.5
TIP,37490,107.78
TRV,219,187.22
UB   MAR 23,-43,138.85
ULTA,101,518.13
XLE,21340,89.57
ZB   MAR 23,-47,127.28
ZC   MAR 23,-8,6.79
ZC   MAY 23,17,6.79
ZL   MAR 23,14,0.6
ZM   MAR 23,-5,503.7
ZM   MAY 23,11,484.98
ZS   MAR 23,-3,15.43
ZS   MAY 23,7,15.37
