Symbol,Quantity,AvgPrice
AFL,-425,69.31
ALIJ3,1,2375.0
CAH,-390,79.09
CB,-116,210.61
CCK3,4,2777.5
CEG,-331,84.9
CTVA,-437,62.44
FMB,-65248,50.57
GILD,-270,84.4
HGH3,1,4.11
HOJ3,-1,2.71
HYD,-64274,51.23
HYG,-44335,74.12
IAU,-2314,34.83
IGIB,-66018,50.16
IGLB,-64454,50.78
IGSB,-66507,50.07
IXC,-4921,38.82
LMT,-51,473.48
LVS,-573,56.13
MO,-588,47.52
MRK,-238,107.84
ORLY,-36,866.0
PAH3,1,1485.5
PLJ3,2,917.85
QQQ,-5127,299.56
REGN,-28,743.84
SBK3,-1,0.2
SCHW,-368,80.43
STIP,-34171,97.41
TIP,-30932,107.29
TRV,-136,185.12
ULTA,-65,530.52
XLE,-2023,85.0
ZC   MAY 23,-2,6.76
ZM   MAY 23,-1,474.1
ZS   MAY 23,-1,15.23
