Symbol,Quantity,AvgPrice
ALIQ3,-20,2224.75
AZN,-490,71.74
BA,3000,205.54
BSX,12026,51.13
CCN3,-15,3004.67
CGBU23,-3,122.87
CHD,-336,92.36
DCN3,28,16.48
ECH,156702,29.35
EWU,-149753,32.15
EWW,-5065,60.33
GE,-371,101.59
GFQ3,-4,2.37
HCA,-2432,265.89
HEN3,-35,0.79
HGN3,22,3.66
HSY,-2467,257.09
HYG,-3916,74.2
IAU,-2359,37.12
IGIB,-5411,50.47
IGSB,-5147,50.23
KMB,-182,133.89
LEQ3,-7,1.66
LLY,-61,424.65
LVS,-610,55.3
MDLZ,-410,73.16
ORLY,-22,919.72
PG,-204,143.17
PLN3,-10,1025.19
QQQ,-13134,351.2
SBN3,-18,0.25
SGEN,-130,193.53
SIN3,-14,23.29
STIP,-2605,97.85
TIP,-2427,108.07
TN   SEP 23,-3,119.57
YUM,-225,128.75
ZB   SEP 23,-3,127.2
ZC   JUL 23,68,5.97
ZF   SEP 23,-2,108.57
ZL   JUL 23,69,0.47
ZM   JUL 23,11,397.38
ZN   SEP 23,-2,113.83
ZS   JUL 23,14,13.12
