Symbol,Quantity,AvgPrice
ACGL,-715,71.89
AZN,-474,72.61
CCN3,-4,3010.25
CGBU23,-6,122.38
CHD,-564,93.85
DCN3,4,16.64
EWU,-9563,32.4
EWW,-8400,61.06
GE,-414,103.5
HCA,-200,265.78
HGN3,2,3.67
HSY,-127,259.61
HYG,-6532,73.87
IAU,-4177,36.85
IGIB,-6007,50.13
IGSB,-6344,50.07
KMB,-322,136.29
LEQ3,-2,1.65
LLY,-128,426.36
LVS,-790,56.25
MDLZ,-433,74.77
MRK,-436,111.53
ORLY,-72,929.97
PG,-305,145.38
PLN3,-1,1029.0
QQQ,-17890,345.95
SBN3,-2,0.25
SGEN,-264,194.66
STIP,-3176,97.68
TIP,-2768,107.6
TN   SEP 23,-4,118.66
YUM,-270,130.24
ZB   SEP 23,-4,125.73
ZC   JUL 23,9,6.0
ZF   SEP 23,-5,108.15
ZL   JUL 23,7,0.49
ZM   JUL 23,2,402.9
ZN   SEP 23,-3,113.22
ZS   JUL 23,3,13.35
