Symbol,Quantity,AvgPrice
ACGL,500,74.5
AZN,260,74.95
AZO,8,2685.28
CCN3,1,2929.0
CGBM23,3,125.76
DCK3,-2,16.66
EWW,2576,61.2
GFK3,1,2.03
GILD,317,79.0
HGK3,-1,3.88
HSY,61,274.72
HYG,3302,74.59
IAU,1955,38.1
IGIB,4697,51.11
IGLB,5027,51.51
IGSB,4569,50.62
LLY,51,428.55
LTPZ,4357,60.69
MDLZ,277,77.4
MRK,193,117.37
ORLY,19,937.76
PCAR,303,72.39
PCG,1000,17.35
PLN3,1,1060.0
QQQ,5505,320.98
SGEN,111,199.65
STIP,2383,98.88
TN   JUN 23,2,121.41
UB   JUN 23,2,139.39
ULTA,50,519.85
YUM,119,137.03
ZB   JUN 23,2,130.7
ZF   JUN 23,3,110.32
ZM   JUL 23,-1,426.6
ZN   JUN 23,2,115.66
