Symbol,Quantity,AvgPrice
AZN,-256,75.02
AZO,-231,2704.86
CCN3,-17,2970.06
CGBM23,-2,125.07
CHD,-211,96.32
DCK3,32,16.26
EWU,134605,33.46
GE,-264,100.86
GFQ3,-5,2.3
GOILM3,30,679.48
HGK3,21,3.75
HGN3,-10,3.78
HOM3,10,2.35
IAU,-2008,38.24
IGLB,-3282,50.89
KMB,4122,143.88
LEM3,-8,1.64
LLY,-66,432.44
LTPZ,-3655,60.51
LVS,-460,60.05
ORLY,-21,949.74
PCAR,-8650,72.75
PG,3823,155.56
PLN3,-9,1071.56
QQQ,-5164,325.37
RBM3,19,2.45
RING,-180255,26.22
SBN3,-18,0.26
SIN3,-4,24.28
ULTA,-80,510.15
YUM,-262,137.96
ZC   JUL 23,-32,5.97
ZM   JUL 23,12,435.39
ZS   JUL 23,-13,14.08
