Symbol,Quantity,AvgPrice
ACGL,396,74.69
AZN,402,75.32
CCN3,1,2994.0
CGBM23,3,124.01
CHD,383,95.56
DCK3,-2,16.2
EWU,5918,33.27
HGN3,-1,3.67
HSY,95,269.66
HYG,2435,74.15
IAU,2685,37.93
IGLB,6751,50.54
KMB,247,144.33
LEM3,-7,1.64
LEQ3,8,1.63
LLY,82,435.2
LTPZ,5591,59.94
LVS,700,58.88
MDLZ,245,77.55
MRK,200,116.4
ORLY,45,941.97
PG,205,156.44
QQQ,8405,327.94
SBN3,1,0.26
SGEN,227,188.74
STIP,1771,98.47
TN   JUN 23,2,120.34
ULTA,58,504.85
YUM,257,138.38
ZC   JUL 23,-2,5.82
ZM   JUL 23,-1,426.8
ZS   JUL 23,-1,13.66
