Symbol,Quantity,AvgPrice
AZN,327,74.78
CCN3,17,3028.0
CHD,240,95.05
DCK3,33,16.2
DCN3,-67,16.66
EWW,3160,60.77
GFQ3,4,2.33
HCA,2418,279.72
HGN3,-12,3.69
HOM3,10,2.36
HSY,97,262.72
IGLB,-120240,50.21
KMB,164,142.71
LEQ3,8,1.63
LTPZ,-98642,59.31
MDLZ,337,76.18
MRK,185,115.49
PLN3,10,1080.24
SBN3,19,0.26
SGEN,131,193.21
SIN3,5,23.87
STIP,2425,98.13
TIP,56760,108.19
ULTA,-1292,483.76
YUM,151,137.55
ZC   JUL 23,-40,5.7
ZL   JUL 23,-76,0.48
ZM   JUL 23,-13,412.96
ZN   JUN 23,2,113.43
ZS   JUL 23,-17,13.37
