Symbol,Quantity,AvgPrice
ACGL,316,76.89
AZN,549,74.58
AZO,11,2741.23
CCN3,2,3032.0
CGBM23,3,125.66
CHD,494,96.19
DCK3,-4,16.39
EWW,3917,62.47
GE,291,99.47
GFQ3,1,2.25
GOILM3,-2,689.88
HGK3,-2,3.83
HOM3,-1,2.39
HSY,148,273.45
HYG,4635,74.69
IAU,2456,38.47
IGIB,7346,51.13
IGLB,7921,51.37
IGSB,6979,50.64
LEM3,1,1.64
LLY,91,431.65
LTPZ,7083,60.24
LVS,465,62.31
MDLZ,456,77.99
MRK,334,116.99
ORLY,32,955.76
PCAR,458,72.46
QQQ,9999,324.1
RING,10727,27.07
SBN3,2,0.26
SGEN,205,200.07
STIP,3453,98.79
TN   JUN 23,3,121.44
ULTA,99,502.6
YUM,267,137.52
ZB   JUN 23,3,130.59
ZF   JUN 23,3,110.3
ZM   JUL 23,-2,420.55
ZN   JUN 23,3,115.71
