Symbol,Quantity,AvgPrice
ACGL,792,75.99
AZN,864,75.45
AZO,25,2687.58
CCN3,4,2957.5
CGBM23,-11,125.3
CHD,5872,96.96
DCK3,-8,16.52
EWW,8152,61.15
GE,5714,100.66
GFK3,-8,2.03
GFQ3,9,2.23
GILD,-6374,78.39
GOILM3,-26,687.15
HGK3,-1,3.91
HOM3,-18,2.36
HSY,264,274.52
HYG,-13399,74.47
IAU,5492,38.4
IGIB,-18688,50.9
IGLB,-18583,51.08
IGSB,-18958,50.52
LEM3,2,1.62
LLY,176,432.22
LTPZ,-16002,60.18
LVS,1456,61.98
MDLZ,910,77.75
MRK,603,117.87
ORLY,73,939.61
PCAR,850,72.21
PCG,-28833,17.42
PLN3,2,1090.65
QQQ,18134,322.29
RBM3,-18,2.44
RING,22662,27.53
SBN3,4,0.26
SGEN,327,199.35
SIN3,1,25.8
STIP,-9854,98.8
TN   JUN 23,-8,121.02
UB   JUN 23,-44,138.54
ULTA,131,515.61
YUM,537,136.88
ZB   JUN 23,-8,130.14
ZC   JUL 23,52,5.97
ZF   JUN 23,-9,110.05
ZM   JUL 23,-2,425.5
ZN   JUN 23,-8,115.35
ZO   JUL 23,95,3.38
ZW   JUL 23,48,6.57
