Symbol,Quantity,AvgPrice
CCN3,1,2872.0
HGK3,-1,3.82
LLY,-62,423.26
LVS,279,62.4
PCAR,296,72.85
SBN3,2,0.25
ZC   JUL 23,-2,5.8
ZM   JUL 23,-1,424.3
ZO   JUL 23,-3,3.04
