Symbol,Quantity,AvgPrice
ACGL,-1089,76.43
AZN,-998,73.43
AZO,-22,2679.26
CCN3,12,2936.42
CGBM23,-15,125.35
DCK3,-22,16.76
EWW,-9227,61.01
FSLR,-3048,183.27
GFK3,3,2.11
GILD,-731,81.52
GOILM3,12,687.96
HEM3,22,0.9
HGK3,-8,3.93
HSY,-307,275.49
HYG,-19418,74.81
IAU,-4664,37.63
IGIB,-27908,50.95
IGLB,-27279,51.57
IGSB,-28652,50.46
LEM3,6,1.65
LLY,-198,401.81
LTPZ,-21114,60.16
LVS,-1194,65.19
MDLZ,6380,77.22
MRK,-543,115.69
ORLY,-81,922.9
PCAR,-1066,75.32
PCG,-3374,17.25
PLN3,7,1081.64
QQQ,-21886,322.09
RBM3,-4,2.53
RING,-16925,26.0
SBN3,12,0.26
SGEN,-271,199.79
SIN3,6,25.51
STIP,-14219,98.43
TN   JUN 23,-12,120.77
UB   JUN 23,-10,139.37
ULTA,-131,549.14
YUM,-526,141.9
ZB   JUN 23,-12,130.41
ZC   JUL 23,-53,5.83
ZF   JUN 23,-13,109.48
ZM   JUL 23,-27,432.22
ZN   JUN 23,-14,114.77
ZO   JUL 23,-47,3.05
ZW   JUL 23,-49,6.19
