Symbol,Quantity,AvgPrice
388,700,423.0
857,-342000,10.68
883,-106000,26.38
CLSE,15500,32.33
DBMF,14000,30.26
HGER,12499,31.99
KMLM,5700,28.79
U96,30800,6.53
Z74,21800,4.59
