Symbol,Quantity,AvgPrice
700,2400,475.8
941,10000,81.55
IAUM,19100,33.1
MSTR,1400,370.46
QQQ,8900,475.6
RSP,9000,168.99
SPLV,38000,72.35
TQQQ,-38000,53.62
