Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
EXC,STK,46.69,8701,9089,388,4.459,0.298,424352.44
MCK,STK,307.81,1314,1379,65,4.947,0.298,424352.44
ABBV,STK,149.6,2796,2796,0,1.466,0.298,424352.44
ADM,STK,89.61,4571,4736,165,3.61,0.298,424352.44
ED,STK,92.28,4519,4519,0,1.77,0.298,424352.44
ABC,STK,150.76,2778,2778,0,1.332,0.298,424352.44
DLTR,STK,164.9,2519,2519,0,2.144,0.298,424352.44
CF,STK,100.66,2118,2118,0,-0.472,0.149,212176.22
VRTX,STK,269.11,1580,1580,0,-0.19,0.298,424352.44
SRE,STK,160.69,2592,2592,0,1.89,0.298,424352.44
BMY,STK,75.05,5422,5654,232,4.279,0.298,424352.44
CTVA,STK,57.27,7052,7410,358,5.077,0.298,424352.44
HSY,STK,220.07,1916,1916,0,0.626,0.298,424352.44
HRL,STK,51.66,7769,8214,445,5.728,0.298,424352.44
KO,STK,63.25,6533,6533,0,2.694,0.298,424352.44
QQQ,STK,319.87,115248,115248,0,1.569,26.25,37442862.4
XLE,STK,79.81,17508,17508,0,-2.742,0.953,1359037.26
EWU,STK,32.51,40427,41804,1377,3.406,0.953,1359037.26
GNR,STK,60.91,21832,21832,0,2.199,0.953,1359037.26
2823,STK,1.93,343400,343400,0,2.528,0.476,679518.63
KSA,STK,50.48,25714,26922,1208,4.698,0.953,1359037.26
STIP,STK,103.12,66032,69162,3130,4.74,5,7131973.79
TIP,STK,118.82,17625,17625,0,2.167,1.5,2139592.14
ZB,FUT,140031.27,15,15,0,0,1.5,2139592.14
ZT,FUT,210523.4,10,10,0,0,1.5,2139592.14
GBS,FUT,115921.06,18,18,0,0,1.5,2139592.14
JGB,FUT,1147821,8,6,-2,-25,5,7131973.79
IAU,STK,35.5,38360,40180,1820,4.745,1,1426394.76
ZC,FUT,39787.5,24,25,1,4.167,0.7,998476.33
ZSLME,FUT,97800,10,10,0,0,0.7,998476.33
SB,FUT,21033.6,45,47,2,4.444,0.7,998476.33
CT,FUT,75250,13,13,0,0,0.7,998476.33
NG,FUT,80600,12,12,0,0,0.7,998476.33
ZL,FUT,48444,20,21,1,5,0.7,998476.33
GOIL,FUT,117225,8,9,1,12.5,0.7,998476.33
HO,FUT,175980,6,6,0,0,0.7,998476.33
ZS,FUT,81725,12,12,0,0,0.7,998476.33
ZO,FUT,33750,30,30,0,0,0.7,998476.33
,,,,,,,,
,,,,,,,1.925,83945114.65
