"BOF","U8251256","Portfolio Dashboard","6","2025-01-02","2025-01-02","2025-10-06;11:16:40","100","100"
"BOA","U8251256"
"BOS","ACCT","Account Information"
"ClientAccountID","CurrencyPrimary"
"U8251256","USD"
"EOS","ACCT","1","0"
"BOS","CNAV","Change In NAV"
"StartingValue","Realized","ChangeInUnrealized","DepositsWithdrawals","EndingValue"
"71204948.78429915","0","0","-9000000","63255466.56010802"
"EOS","CNAV","1","63255466.56010802"
"BOS","MTMP","Mark-to-Market Performance Summary in Base"
Total,PriorOpenMtmPnl,TransactionMtmPnl,CloseQuantity,Expiry,Strike,Multiplier,Symbol,AssetClass,SubCategory,UnderlyingSymbol,ClosePrice
-8551.235,-8551.235,0,190000.0,,,1.0,1109,STK,COMMON,1109,22.2
-27543.978,-27543.978,0,25500.0,,,1.0,1211,STK,COMMON,1211,258.2
-81011.7,-81011.7,0,2625000.0,,,1.0,1288,STK,COMMON,1288,4.19
-5143.6,-5143.6,0,80000.0,,,1.0,1810,STK,COMMON,1810,34.0
-1093.015,-1093.015,0,5000.0,,,1.0,2020,STK,COMMON,2020,76.15
-29736.4375,-29736.4375,0,125000.0,,,1.0,2318,STK,COMMON,2318,44.2
-8615.53,-8615.53,0,20000.0,,,1.0,2359,STK,COMMON,2359,53.15
-107398.368,-107398.368,0,435000.0,,,1.0,2828,STK,ETF,2828,72.36
-20831.58,-20831.58,0,600000.0,,,1.0,3067,STK,ETF,3067,9.12
-1768.1125,-1768.1125,0,12500.0,,,1.0,3690,STK,COMMON,3690,150.6
0.0,0.0,0,10000.0,,,1.0,6178.T,STK,COMMON,6178,1490.5
0.0,0.0,0,15000.0,,,1.0,6501.T,STK,COMMON,6501,3937.0
-6789.552,-6789.552,0,240000.0,,,1.0,688,STK,COMMON,688,12.18
-5336.485,-5336.485,0,41500.0,,,1.0,700,STK,COMMON,700,416.0
-15430.8,-15430.8,0,500000.0,,,1.0,883,STK,COMMON,883,18.88
-16073.75,-16073.75,0,125000.0,,,1.0,941,STK,COMMON,941,75.6
-5625.8125,-5625.8125,0,12500.0,,,1.0,9618,STK,COMMON,9618,132.5
-1864.555,-1864.555,0,50000.0,,,1.0,992,STK,COMMON,992,9.79
-24432.1,-24432.1,0,9500.0,,,1.0,9961,STK,COMMON,9961,520.0
-4243.47,-4243.47,0,30000.0,,,1.0,9988,STK,COMMON,9988,81.3
10948.2,10948.2,0,500000.0,,,1.0,9CI,STK,COMMON,9CI,2.65
-13140.0,-13140.0,0,2000.0,,,1.0,AAPL,STK,COMMON,AAPL,243.85
1660.0,1660.0,0,2000.0,,,1.0,AMZN,STK,COMMON,AMZN,220.22
3770.0,3770.0,0,1000.0,,,1.0,ANF,STK,COMMON,ANF,153.24
3670.0,3670.0,0,500.0,,,1.0,ASML,STK,NY REG SHRS,ASML,700.42
-2450.0,-2450.0,0,2500.0,,,1.0,BILI,STK,ADR,BILI,17.13
-4360.0,-4360.0,0,2000.0,,,1.0,BRK B,STK,COMMON,BRK B,451.1
1995.0,1995.0,0,1500.0,,,1.0,BX,STK,COMMON,BX,173.75
1540.0,1540.0,0,2000.0,,,1.0,CCJ,STK,COMMON,CCJ,52.16
-3670.0,-3670.0,0,1000.0,,,1.0,CRM,STK,COMMON,CRM,330.66
-6100.0,-6100.0,0,10000.0,,,1.0,CTAS,STK,COMMON,CTAS,182.09
4218.5,4218.5,0,38350.0,,,1.0,CWB,STK,ETF,CWB,78.0
8758.56,8758.56,0,50000.0,,,1.0,D05,STK,COMMON,D05,43.96
1650.0,1650.0,0,55000.0,,,1.0,DBA,STK,ETF,DBA,26.62
-3400.0,-3400.0,0,2000.0,,,1.0,DIA,STK,ETF,DIA,423.8
27000.0,27000.0,0,50000.0,,,1.0,EPI,STK,ETF,EPI,45.81
10000.0,10000.0,0,200000.0,,,1.0,FPE,STK,ETF,FPE,17.75
228592.49,228592.49,0,69481.0,,,1.0,GLD,STK,ETF,GLD,245.42
380.0,380.0,0,2000.0,,,1.0,GOOG,STK,COMMON,GOOG,190.63
4700.0,4700.0,0,2000.0,,,1.0,GS,STK,COMMON,GS,574.97
26751.0,26751.0,0,11100.0,,,1.0,HES,STK,COMMON,HES,135.42
19250.0,19250.0,0,55000.0,,,1.0,IAUM,STK,ETF,IAUM,26.52
122960.0,122960.0,0,53000.0,,,1.0,IBIT,STK,ETF,IBIT,55.37
330.0,330.0,0,1000.0,,,1.0,ICE,STK,COMMON,ICE,149.34
-2100.0,-2100.0,0,10000.0,,,1.0,IGV,STK,ETF,IGV,99.91
-10080.0,-10080.0,0,63000.0,,,1.0,IJH,STK,ETF,IJH,62.15
0.0,0.0,0,21013.0,,,1.0,ISTB,STK,ETF,ISTB,47.77
6480.0,6480.0,0,36000.0,,,1.0,IWM,STK,ETF,IWM,221.14
870.0,870.0,0,3000.0,,,1.0,JPM,STK,COMMON,JPM,240.0
-2100.0,-2100.0,0,5000.0,,,1.0,KO,STK,COMMON,KO,61.84
2428.0,2428.0,0,400.0,,,1.0,LLY,STK,COMMON,LLY,778.07
200.0,200.0,0,20000.0,,,1.0,LQD,STK,ETF,LQD,106.85
-320.0,-320.0,0,4000.0,,,1.0,MBB,STK,ETF,MBB,91.6
27510.0,27510.0,0,10500.0,,,1.0,MCD,STK,COMMON,MCD,292.51
-4088.0,-4088.0,0,1400.0,,,1.0,MSFT,STK,COMMON,MSFT,418.58
674556.0,674556.0,0,167800.0,,,1.0,NVDA,STK,COMMON,NVDA,138.31
-915.0,-915.0,0,1500.0,,,1.0,ORCL,STK,COMMON,ORCL,166.03
-2440.0,-2440.0,0,2000.0,,,1.0,PANW,STK,COMMON,PANW,180.74
-1140.0,-1140.0,0,11400.0,,,1.0,PDD,STK,ADR,PDD,96.89
-660.0,-660.0,0,1500.0,,,1.0,PLTR,STK,COMMON,PLTR,75.19
-62000.0,-62000.0,0,62000.0,,,1.0,QQQ,STK,ETF,QQQ,510.23
-5100.0,-5100.0,0,10000.0,,,1.0,RSP,STK,ETF,RSP,174.72
1450.0,1450.0,0,5000.0,,,1.0,RTX,STK,COMMON,RTX,116.01
-6765.0,-6765.0,0,5500.0,,,1.0,SE,STK,ADR,SE,104.87
360.0,360.0,0,12000.0,,,1.0,SHYD,STK,ETF,SHYD,22.51
900.0,900.0,0,15000.0,,,1.0,STIP,STK,ETF,STIP,100.66
12600.0,12600.0,0,52500.0,,,1.0,TLT,STK,ETF,TLT,87.57
333335.0,333335.0,0,81500.0,,,1.0,TSM,STK,ADR,TSM,201.58
2800.0,2800.0,0,40000.0,,,1.0,USHY,STK,ETF,USHY,36.86
600.0,600.0,0,30000.0,,,1.0,VCIT,STK,ETF,VCIT,80.29
1760.0,1760.0,0,2000.0,,,1.0,VKTX,STK,COMMON,VKTX,41.12
-5610.0,-5610.0,0,5500.0,,,1.0,XHB,STK,ETF,XHB,103.48
67500.0,67500.0,0,67500.0,,,1.0,XLE,STK,ETF,XLE,86.66
-23947.56,-23947.56,0,199563.0,,,1.0,XLF,STK,ETF,XLF,48.21
-13255.0,-13255.0,0,24100.0,,,1.0,XLK,STK,ETF,XLK,231.97
3480.0,3480.0,0,6000.0,,,1.0,XLU,STK,ETF,XLU,76.27
1260.0,1260.0,0,31500.0,,,1.0,XLV,STK,ETF,XLV,137.61
11880.0,11880.0,0,13500.0,,,1.0,XME,STK,ETF,XME,57.63
2173.22,2173.22,0,4300.0,,,1.0,XSW,STK,ETF,XSW,189.4654
1459.76,1459.76,0,200000.0,,,1.0,Z74,STK,COMMON,Z74,3.09
