Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,374.05,1001,1114,113,11.289,0.333,416505.72
NOC,STK,528.52,711,788,77,10.83,0.333,416505.72
MRK,STK,113.8,3347,3660,313,9.352,0.333,416505.72
GIS,STK,84.41,4443,4934,491,11.051,0.333,416501.6
LLY,STK,357,1032,1167,135,13.081,0.333,416501.6
HUM,STK,488.02,761,853,92,12.089,0.333,416501.6
AZO,STK,2416.57,153,172,19,12.418,0.333,416501.6
CAH,STK,76.62,4862,5436,574,11.806,0.333,416501.6
GILD,STK,86.07,4393,4839,446,10.153,0.333,416501.6
CI,STK,304.19,1216,1369,153,12.582,0.333,416501.6
CEG,STK,82.75,4511,5033,522,11.572,0.333,416501.6
MCD,STK,262.54,1413,1586,173,12.243,0.333,416501.6
HSY,STK,221.38,1677,1881,204,12.165,0.333,416501.6
DG,STK,245.42,1538,1697,159,10.338,0.333,416501.6
TRV,STK,188.42,2000,2210,210,10.5,0.333,416501.6
QQQ,STK,262.69,101956,114159,12203,11.969,24,29988414.75
XLE,STK,86.51,33101,36109,3008,9.087,2.5,3123793.2
EWH,STK,21.87,128274,142835,14561,11.351,2.5,3123793.2
FPE,STK,17.19,222929,247141,24212,10.861,3.4,4248358.76
IGIB,STK,49.96,76299,85035,8736,11.45,3.4,4248358.76
HYG,STK,74.55,51224,56987,5763,11.251,3.4,4248358.76
FMB,STK,50.5,75604,84126,8522,11.272,3.4,4248358.76
HYD,STK,51.41,74585,82637,8052,10.796,3.4,4248358.76
LTPZ,STK,59.72,64408,71138,6730,10.449,3.4,4248358.76
UB,FUT,137156.25,28,31,3,10.714,3.4,4248358.76
ZB,FUT,127187.5,30,33,3,10,3.4,4248358.76
R,FUT,120799.06,31,35,4,12.903,3.4,4248358.76
FLKTB,FUT,87686.16,43,48,5,11.628,3.4,4248358.76
IAU,STK,34.98,32127,35721,3594,11.187,1,1249517.28
ZM,FUT,47060,12,13,1,8.333,0.476,595008.26
ZS,FUT,74162.57,7,8,1,14.286,0.476,595008.26
GOIL,FUT,84625,6,7,1,16.667,0.476,595008.26
HO,FUT,124576.25,4,5,1,25,0.476,595008.26
COIL,FUT,79330,7,8,1,14.286,0.476,595008.26
RB,FUT,95520.67,6,6,0,0,0.476,595008.26
ZL,FUT,37602,-28,-32,-4,14.286,-0.952,1190016.52
NG,FUT,36090,-27,-33,-6,22.222,-0.952,1190016.52
DA,FUT,36867.07,-29,-32,-3,10.345,-0.952,1190016.52
PA,FUT,175100,-6,-7,-1,16.667,-0.952,1190016.52
ZC,FUT,32875,16,18,2,12.5,0.476,595008.26
ALI,FUT,57587.5,-18,-21,-3,16.667,-0.952,1190016.52
TSR20,FUT,6727.35,-157,-177,-20,12.739,-0.952,1190016.52
ZSLME,FUT,75425,-14,-16,-2,14.286,-0.952,1190016.52
,,,,,,,,
,,,,,,,3.452,98711815.85
