Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,374.05,932,1001,69,7.403,0.333,374389.82
NOC,STK,526.45,640,711,71,11.094,0.333,374389.82
MRK,STK,111.85,3150,3347,197,6.254,0.333,374389.82
GIS,STK,84.27,4167,4443,276,6.623,0.333,374386.11
LLY,STK,362.76,955,1032,77,8.063,0.333,374386.11
HUM,STK,492.12,682,761,79,11.584,0.333,374386.11
AZO,STK,2445.46,142,153,11,7.746,0.333,374386.11
CAH,STK,77,4546,4862,316,6.951,0.333,374386.11
GILD,STK,85.22,4098,4393,295,7.199,0.333,374386.11
CI,STK,307.9,1063,1216,153,14.393,0.333,374386.11
CEG,STK,83,4053,4511,458,11.3,0.333,374386.11
MCD,STK,265.05,1316,1413,97,7.371,0.333,374386.11
HSY,STK,223.27,1510,1677,167,11.06,0.333,374386.11
DG,STK,243.5,1419,1538,119,8.386,0.333,374386.11
TRV,STK,187.23,1864,2000,136,7.296,0.333,374386.11
QQQ,STK,264.39,94013,101956,7943,8.449,24,26956069.81
XLE,STK,84.83,29921,33101,3180,10.628,2.5,2807923.94
EWH,STK,21.89,123216,128274,5058,4.105,2.5,2807923.94
FPE,STK,17.13,212160,222929,10769,5.076,3.4,3818776.56
IGIB,STK,50.05,71991,76299,4308,5.984,3.4,3818776.56
HYG,STK,74.55,48238,51224,2986,6.19,3.4,3818776.56
FMB,STK,50.51,71129,75604,4475,6.291,3.4,3818776.56
HYD,STK,51.2,70510,74585,4075,5.779,3.4,3818776.56
LTPZ,STK,59.29,61200,64408,3208,5.242,3.4,3818776.56
UB,FUT,136531.27,26,28,2,7.692,3.4,3818776.56
ZB,FUT,126843.75,28,30,2,7.143,3.4,3818776.56
R,FUT,121616.37,30,31,1,3.333,3.4,3818776.56
FLKTB,FUT,87847.49,41,43,2,4.878,3.4,3818776.56
IAU,STK,34.96,30167,32127,1960,6.497,1,1123169.58
ZM,FUT,45740,11,12,1,9.091,0.476,534842.68
ZS,FUT,73975,7,7,0,0,0.476,534842.68
GOIL,FUT,85825,5,6,1,20,0.476,534842.68
HO,FUT,127743,4,4,0,0,0.476,534842.68
COIL,FUT,79240,6,7,1,16.667,0.476,534842.68
RB,FUT,96276.6,5,6,1,20,0.476,534842.68
ZL,FUT,38190,-26,-28,-2,7.692,-0.952,1069685.36
NG,FUT,39200,-24,-27,-3,12.5,-0.952,1069685.36
DA,FUT,36420,-27,-29,-2,7.407,-0.952,1069685.36
PA,FUT,181600,-6,-6,0,0,-0.952,1069685.36
ZC,FUT,32662.47,15,16,1,6.667,0.476,534842.68
ALI,FUT,57894.24,-17,-18,-1,5.882,-0.952,1069685.36
TSR20,FUT,6795,-147,-157,-10,6.803,-0.952,1069685.36
ZSLME,FUT,75695.31,-13,-14,-1,7.692,-0.952,1069685.36
,,,,,,,,
,,,,,,,3.109,88730351.93
