Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,375.12,874,932,58,6.636,0.333,349439.54
NOC,STK,545.61,601,640,39,6.489,0.333,349439.54
MRK,STK,110.95,2948,3150,202,6.852,0.333,349439.54
GIS,STK,83.85,3885,4167,282,7.259,0.333,349436.08
LLY,STK,365.84,874,955,81,9.268,0.333,349436.08
HUM,STK,512.19,625,682,57,9.12,0.333,349436.08
AZO,STK,2466.18,132,142,10,7.576,0.333,349436.08
CAH,STK,76.87,4246,4546,300,7.065,0.333,349436.08
GILD,STK,85.27,3793,4098,305,8.041,0.333,349436.08
CI,STK,328.65,991,1063,72,7.265,0.333,349436.08
CEG,STK,86.21,3778,4053,275,7.279,0.333,349436.08
MCD,STK,265.59,1201,1316,115,9.575,0.333,349436.08
HSY,STK,231.4,1406,1510,104,7.397,0.333,349436.08
DG,STK,246.25,1299,1419,120,9.238,0.333,349436.08
TRV,STK,187.49,1696,1864,168,9.906,0.333,349436.08
QQQ,STK,267.62,89511,94013,4502,5.03,24,25159649.38
XLE,STK,87.59,28289,29921,1632,5.769,2.5,2620796.81
EWH,STK,21.27,113829,123216,9387,8.247,2.5,2620796.81
FPE,STK,16.8,194129,212160,18031,9.288,3.4,3564283.66
IGIB,STK,49.51,65537,71991,6454,9.848,3.4,3564283.66
HYG,STK,73.89,45447,48238,2791,6.141,3.4,3564283.66
FMB,STK,50.11,65420,71129,5709,8.727,3.4,3564283.66
HYD,STK,50.55,65944,70510,4566,6.924,3.4,3564283.66
LTPZ,STK,58.24,57141,61200,4059,7.103,3.4,3564283.66
UB,FUT,135968.76,25,26,1,4,3.4,3564283.66
ZB,FUT,126500,27,28,1,3.704,3.4,3564283.66
R,FUT,120728.3,27,30,3,11.111,3.4,3564283.66
FLKTB,FUT,86725.08,37,41,4,10.811,3.4,3564283.66
IAU,STK,34.75,28116,30167,2051,7.295,1,1048318.72
ZM,FUT,47120,11,11,0,0,0.476,499199.42
ZS,FUT,76200,7,7,0,0,0.476,499199.42
GOIL,FUT,91750,6,5,-1,-16.667,0.476,499199.42
HO,FUT,135475.25,4,4,0,0,0.476,499199.42
COIL,FUT,84700,6,6,0,0,0.476,499199.42
RB,FUT,101866.8,5,5,0,0,0.476,499199.42
ZL,FUT,38486.57,7,-26,-33,-471.429,-0.952,998398.83
NG,FUT,40890,-6,-24,-18,300,-0.952,998398.83
DA,FUT,37195.71,-7,-27,-20,285.714,-0.952,998398.83
ZW,FUT,39575,-7,0,7,-100,0,0
KE,FUT,44412.5,-6,0,6,-100,0,0
ZO,FUT,18325,-14,0,14,-100,0,0
PA,FUT,178750,-1,-6,-5,500,-0.952,998398.83
ZC,FUT,33937.5,0,15,15,Inf,0.476,499199.42
ALI,FUT,59562.5,0,-17,-17,-Inf,-0.952,998398.83
TSR20,FUT,6775,0,-147,-147,-Inf,-0.952,998398.83
ZSLME,FUT,74575,0,-13,-13,-Inf,-0.952,998398.83
,,,,,,,,
,,,,,,,2.885,82817137.65
