Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
XLV,STK,145.03,27000,33529,6529,24.181,2.6,4862766.9
SMH,STK,223.6,79650,83645,3995,5.016,10,18702949.6
EWY,STK,64.31,320643,320643,0,-0.23,11,20573244.56
COWZ,STK,54.32,28938,34431,5493,18.982,1,1870294.96
IWM,STK,204.56,4667,4667,0,-2.036,0.5,935147.48
CALF,STK,47.64,28859,25518,-3341,-11.577,0.65,1215691.72
600519,STK,234.8952514,900,700,-200,-11.556,0.1,187029.5
700,STK,35.11508951,15300,15900,600,4.438,0.3,561088.49
9988,STK,9.181585678,22000,20300,-1700,-7.409,0.1,187029.5
9888,STK,12.38491049,15600,15100,-500,-3.199,0.1,187029.5
857,STK,0.774936061,1684000,1684000,0,0.323,0.7,1309206.47
883,STK,2.140664962,1682000,1682000,0,-1.306,1.9,3553560.42
EPI,STK,44.61,239592,239592,0,-0.258,5.7,10660681.27
BRZU,STK,89.23,1650,1650,0,1.636,0.08,149623.6
EPOL,STK,22.87,13151,13902,751,5.711,0.17,317950.14
EWJ,STK,70.92,21678,21678,0,-2.676,0.8,1496235.97
EWJV,STK,32.27,3400,3400,0,2.265,0.06,112217.7
DXJ,STK,105.16,189143,189143,0,-1.268,10.5,19638097.08
QQQ,STK,439.14,38134,42590,4456,11.685,10,18702949.6
URNM,STK,47.75,18500,19584,1084,5.859,0.5,935147.48
VCIT,STK,80.07,36312,35037,-1275,-3.511,1.5,2805442.44
CWB,STK,71.43,38350,38350,0,2.412,1.5,2805442.44
TLT,STK,94.84,30000,30000,0,-1.397,1.5,2805442.44
LQD,STK,108.31,26725,25902,-823,-3.08,1.5,2805442.44
USHY,STK,36.27,78324,78324,0,-1.245,1.5,2805442.44
ISTB,STK,47.34,21013,19754,-1259,-5.992,0.5,935147.48
GLD,STK,196.94,38544,38544,0,-1.445,4,7481179.84
,,,,,,,,
,,,,,,,2.75,128601481.5
