Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
XLV,STK,144.82,27000,27000,0,0.448,2.1,3927619.42
SMH,STK,213.8,53100,61235,8135,15.32,7,13092064.72
EWY,STK,64.29,320643,320643,0,-0.198,11,20573244.56
COWZ,STK,53.96,5580,13864,8284,148.459,0.4,748117.98
IWM,STK,203.79,1455,2753,1298,89.21,0.3,561088.49
CALF,STK,48.43,6250,15447,9197,147.152,0.4,748117.98
600519,STK,235.377094972067,900,700,-200,-11.667,0.1,187029.5
700,STK,35.2941176470588,15300,15800,500,3.908,0.3,561088.49
9988,STK,9.32225063938619,22000,20000,-2000,-8.805,0.1,187029.5
9888,STK,12.9156010230179,15600,14400,-1200,-7.173,0.1,187029.5
857,STK,0.782608695652174,1684000,1684000,0,-0.661,0.7,1309206.47
883,STK,2.0690537084399,1453000,1265512,-187488,-12.904,1.4,2618412.94
EPI,STK,43.98,239592,239592,0,1.171,5.7,10660681.27
BRZU,STK,90.22,1650,1650,0,0.485,0.08,149623.6
EPOL,STK,23.31,13151,13640,489,3.718,0.17,317950.14
EWJ,STK,70.1,21678,21678,0,-1.541,0.8,1496235.97
EWJV,STK,31.66,3400,3544,144,4.235,0.06,112217.7
DXJ,STK,103.59,189143,189143,0,0.228,10.5,19638097.08
QQQ,STK,440.98,25492,29689,4197,16.464,7,13092064.72
URNM,STK,48.19,18500,19405,905,4.892,0.5,935147.48
VCIT,STK,79.73,36312,35187,-1125,-3.098,1.5,2805442.44
CWB,STK,71.55,38350,38350,0,2.243,1.5,2805442.44
TLT,STK,93.6,30000,30000,0,-0.09,1.5,2805442.44
LQD,STK,107.27,26725,26725,0,-2.14,1.5,2805442.44
USHY,STK,36.36,78324,78324,0,-1.49,1.5,2805442.44
ISTB,STK,47.19,21013,19817,-1196,-5.692,0.5,935147.48
GLD,STK,189.42,38544,38544,0,-0.093,3.9,7294150.34
,,,,,,,,
,,,,,,,2.424,113358577.53
