Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
CMCSA,STK,42.54,9528,9528,0,-1.889,0.257,397646.72
AAPL,STK,189.35,2129,1986,-143,-6.717,0.243,375985.04
MSFT,STK,398.15,1077,964,-113,-10.492,0.248,383721.35
GOOGL,STK,144.68,2958,2706,-252,-8.519,0.253,391457.67
DAL,STK,38.2,5067,5266,199,3.927,0.13,201144.26
KNSL,STK,397.43,1531,1328,-203,-13.259,0.341,527616.86
HD,STK,357.9,994,921,-73,-7.344,0.213,329567.13
JBL,STK,123.5,3304,3304,0,-0.666,0.262,405383.04
DHI,STK,152.53,2028,1938,-90,-4.438,0.191,295527.33
LLY,STK,621.77,914,881,-33,-3.611,0.354,547731.29
MRK,STK,118.54,2460,2323,-137,-5.569,0.178,275412.91
MRNA,STK,99.25,43100,47486,4386,10.176,3.046,4712964.69
CAH,STK,106.39,14398,13598,-800,-5.556,0.935,1446691.39
JNJ,STK,161.21,9411,9012,-399,-4.24,0.939,1452880.45
PFE,STK,28.01,50018,50018,0,1.164,0.916,1417293.39
EWY,STK,59.14,3791,3791,0,2.137,0.148,228995
SMH,STK,183.09,2600,2332,-268,-10.308,0.276,427044.73
SOXL,STK,32.55,39864,32324,-7540,-18.914,0.68,1052139.19
TNA,STK,33.62,123550,123550,0,1.803,2.733,4228671.2
UPRO,STK,55.28,62673,58190,-4483,-7.153,2.079,3216760.86
SPXL,STK,105,22410,20822,-1588,-7.086,1.413,2186283.36
UDOW,STK,72.99,19812,19015,-797,-4.023,0.897,1387895.38
600519,STK,228.172942817294,900,800,-100,-4.333,0.127,196502.47
700,STK,34.7247119078105,15300,15300,0,0.183,0.344,532258.65
9988,STK,8.39308578745199,22000,22000,0,2.232,0.122,188766.15
9888,STK,12.7016645326504,15600,17000,1400,9.321,0.14,216616.89
EWJ,STK,65.55,21678,21678,0,-0.697,0.912,1411104.33
EWJV,STK,30.1,3400,3400,0,-0.206,0.066,102119.39
DXJ,STK,95.65,24650,24650,0,-1.696,1.498,2317800.75
BRZU,STK,91,2750,2890,140,5.091,0.17,263034.8
EPOL,STK,20.8,13151,13151,0,1.817,0.18,278507.43
QQQ,STK,415.95,48300,44638,-3662,-7.582,12,18567162.25
TQQQ,STK,52.6,16978,14855,-2123,-12.504,0.505,781368.08
DPST,STK,82.01,25521,27998,2477,9.706,1.484,2296139.07
PSQ,STK,9.37,517280,517280,0,-1.646,3.081,4767118.91
SH,STK,12.97,137760,132895,-4865,-3.532,1.114,1723651.56
URNM,STK,55.97,13652,11168,-2484,-18.195,0.404,625094.46
DBA,STK,20.85,30300,28496,-1804,-5.954,0.384,594149.19
USO,STK,69.54,4500,4500,0,-1.111,0.2,309452.7
VCIT,STK,80.27,29090,27892,-1198,-4.118,1.447,2238890.31
CWB,STK,70.76,38350,36889,-1461,-3.81,1.687,2610233.56
TLT,STK,93.7,24519,24519,0,-1.807,1.458,2255910.21
LQD,STK,108.88,20992,20179,-813,-3.873,1.42,2197114.2
USHY,STK,36.26,57250,54662,-2588,-4.521,1.281,1982044.57
MCD,STK,294.36,28498,26981,-1517,-5.323,5.133,7942103.65
KO,STK,60,188438,180230,-8208,-4.356,6.989,10813824.75
HUM,STK,411,13150,14091,941,7.156,3.743,5791407.36
TAP,STK,62.83,36566,34649,-1917,-5.243,1.407,2176999.77
MDLZ,STK,72.91,50000,48321,-1679,-3.358,2.277,3523119.04
PM,STK,93.19,23754,23754,0,-1.238,1.413,2186283.36
XBTF,STK,37.47,7002,7557,555,7.926,0.183,283149.22
COIN,STK,126.55,9800,12226,2426,24.755,1,1547263.52
GLD,STK,188.06,38544,36941,-1603,-4.159,4.49,6947213.21
,,,,,,,,
,,,,,,,2.56,113555217.05
