Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
CMCSA,STK,43.73,9528,8840,-688,-7.221,0.242,386565.02
AAPL,STK,184.94,2129,1978,-151,-7.093,0.229,365799.13
MSFT,STK,372.62,1077,1012,-65,-6.035,0.236,376980.76
GOOGL,STK,138.29,2958,2772,-186,-6.288,0.24,383370.27
DAL,STK,41.51,5067,4541,-526,-10.381,0.118,188490.38
LLY,STK,627,914,848,-66,-7.221,0.333,531926.25
KNSL,STK,360.96,1531,1447,-84,-5.487,0.327,522341.99
HD,STK,347,994,921,-73,-7.344,0.2,319475.22
JBL,STK,128.52,3304,3045,-259,-7.839,0.245,391357.15
DHI,STK,152.28,2028,1867,-161,-7.939,0.178,284332.95
MRK,STK,117,2460,2335,-125,-5.081,0.171,273151.32
MRNA,STK,114.4,43100,39139,-3961,-9.19,2.803,4477445.24
CAH,STK,105.17,14398,13746,-652,-4.528,0.905,1445625.38
JNJ,STK,161.53,9411,8890,-521,-5.536,0.899,1436041.13
PFE,STK,29.63,50018,46687,-3331,-6.66,0.866,1383327.71
SOXL,STK,27.63,39864,34514,-5350,-13.421,0.597,953633.54
TNA,STK,35.81,123550,114015,-9535,-7.718,2.556,4082893.34
UPRO,STK,53.71,62673,57132,-5541,-8.841,1.921,3068559.51
SPXL,STK,102.03,22410,20431,-1979,-8.831,1.305,2084575.83
UDOW,STK,73.33,19812,18559,-1253,-6.324,0.852,1360964.45
600519,STK,229.030683403068,900,800,-100,-3.889,0.124,198074.64
700,STK,36.4148527528809,15300,15300,0,-2.235,0.341,544705.25
9988,STK,8.95646606914213,22000,22000,0,-2.718,0.12,191685.13
9888,STK,14.5710627400768,15600,15000,-600,-3.724,0.137,218840.53
EWJ,STK,64.04,17878,16812,-1066,-5.963,0.674,1076631.5
EWY,STK,63.21,0,3791,3791,Inf,0.15,239606.42
BRZU,STK,100.33,2750,2531,-219,-7.964,0.159,253982.8
EPOL,STK,22.18,13151,12243,-908,-6.904,0.17,271553.94
QQQ,STK,403.07,45667,42591,-3076,-6.736,10.747,17167001.09
TQQQ,STK,48.11,16978,15240,-1738,-10.237,0.459,733195.64
DPST,STK,94.15,25521,22989,-2532,-9.921,1.355,2164444.63
PSQ,STK,9.63,538000,700656,162656,30.233,4.224,6747316.7
SH,STK,13.07,119000,225246,106246,89.282,1.843,2943964.18
URNM,STK,47.93,13652,13098,-554,-4.058,0.393,627768.81
DBA,STK,20.51,30300,29128,-1172,-3.868,0.374,597418.67
UCO,STK,26.43,48600,48600,0,-2.628,0.783,1250745.5
USO,STK,67.53,19000,18308,-692,-3.642,0.774,1236369.11
VCIT,STK,80.5,29090,27642,-1448,-4.978,1.393,2225144.93
CWB,STK,71.19,38350,36193,-2157,-5.625,1.613,2576567.67
TLT,STK,96.25,24519,24519,0,-0.771,1.466,2341753.38
LQD,STK,109.49,20992,19812,-1180,-5.621,1.358,2169236.76
USHY,STK,36.21,57250,54084,-3166,-5.53,1.226,1958383.11
MCD,STK,291.55,28498,26962,-1536,-5.39,4.921,7860687.85
KO,STK,60.04,188438,178335,-10103,-5.361,6.703,10707212.08
HUM,STK,460.74,13150,12672,-478,-3.635,3.655,5838409.69
TAP,STK,62.3,36566,34255,-2311,-6.32,1.336,2134094.49
MDLZ,STK,73.71,50000,47308,-2692,-5.384,2.183,3487072.05
PM,STK,96.29,23754,22429,-1325,-5.578,1.352,2159652.5
XBTF,STK,42.28,7002,6423,-579,-8.269,0.17,271553.94
GLD,STK,188.58,38544,44572,6028,15.639,5.262,8405393.11
,,,,,,,,
,,,,,,,2.491,112915322.67
