Action,Quantity,Symbol,SecType,Exchange,Currency,TimeInForce,OrderType,Account,Algo allowPastEndTime,Algo startTime,Algo endTime,Algo strategy,LastTradingDayOrContractMonth,Multiplier
BUY,13742,EWY,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,5928,UPRO,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,2121,SPXL,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,1982,UDOW,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,8350,DXJ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,4460,QQQ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,1588,TQQQ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,45548,URNM,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,5700,MCD,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,37688,KO,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,1598,HUM,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,1930,COIN,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
