Action,Quantity,Symbol,SecType,Exchange,Currency,TimeInForce,OrderType,Account,Algo allowPastEndTime,Algo startTime,Algo endTime,Algo strategy,LastTradingDayOrContractMonth,Multiplier
BUY,350344,PSQ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,251584,SH,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
