Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
CMCSA,STK,42.99,9528,9528,0,-0.819,0.257,406264.51
AAPL,STK,183.07,2129,2129,0,-1.456,0.243,384133.37
MSFT,STK,391.5,1077,1001,-76,-7.057,0.248,392037.35
GOOGL,STK,142.32,2958,2810,-148,-5.003,0.253,399941.33
DAL,STK,38.22,5067,5377,310,6.118,0.13,205503.45
KNSL,STK,382.76,1531,1408,-123,-8.034,0.341,539051.36
HD,STK,358,994,941,-53,-5.332,0.213,336709.5
JBL,STK,128.14,3304,3304,0,-2.179,0.262,414168.49
DHI,STK,153.92,2028,1962,-66,-3.254,0.191,301931.99
LLY,STK,644.5,914,868,-46,-5.033,0.354,559601.7
MRK,STK,118.98,2460,2365,-95,-3.862,0.178,281381.65
MRNA,STK,105.3,43100,45727,2627,6.095,3.046,4815103.91
CAH,STK,105.79,14398,14398,0,-2.966,0.935,1478044.04
JNJ,STK,162,9411,9411,0,-2.635,0.939,1484367.23
PFE,STK,28.59,50018,50018,0,1.258,0.916,1448008.92
EWY,STK,59.46,3791,3935,144,3.798,0.148,233957.77
SMH,STK,172.3,2600,2600,0,-2.615,0.276,436299.63
SOXL,STK,27.84,39864,38611,-1253,-3.143,0.68,1074941.12
TNA,STK,34.22,123550,123550,0,2.186,2.733,4320314.83
UPRO,STK,54.39,62673,60424,-2249,-3.588,2.079,3286474.4
SPXL,STK,103.32,22410,21619,-791,-3.53,1.413,2233664.42
UDOW,STK,73,19812,19812,0,-1.958,0.897,1417973.8
600519,STK,228.591352859135,900,900,0,-2.444,0.127,200761.06
700,STK,36.2612035851472,15300,15300,0,-1.98,0.344,543793.74
9988,STK,8.77720870678617,22000,22000,0,-0.127,0.122,192857.08
9888,STK,12.9065300896287,15600,17100,1500,9.917,0.14,221311.41
EWJ,STK,66.43,17878,16824,-1054,-5.896,0.707,1117622.61
BRZU,STK,97.48,2750,2750,0,0.255,0.17,268735.28
EPOL,STK,21.55,13151,13151,0,0.403,0.18,284543.24
QQQ,STK,408.15,47550,47550,0,-2.257,12,18969549.21
TQQQ,STK,49.82,16978,16024,-954,-5.619,0.505,798301.86
DPST,STK,83,25521,28264,2743,10.748,1.484,2345900.92
PSQ,STK,9.53,517280,517280,0,-1.202,3.081,4870431.76
SH,STK,13.03,137760,137760,0,-1.895,1.114,1761006.48
URNM,STK,57.25,13652,11155,-2497,-18.29,0.404,638641.49
DBA,STK,20.61,30300,30300,0,-2.795,0.384,607025.57
UCO,STK,27.01,12600,11705,-895,-7.103,0.2,316159.15
USO,STK,68.28,4500,4500,0,2.889,0.2,316159.15
VCIT,STK,81.18,29090,28177,-913,-3.139,1.447,2287411.48
CWB,STK,71.26,38350,38350,0,-2.415,1.687,2666802.46
TLT,STK,95.95,24519,24519,0,-2.031,1.458,2304800.23
LQD,STK,110.44,20992,20325,-667,-3.177,1.42,2244729.99
USHY,STK,36.51,57250,55464,-1786,-3.12,1.281,2024999.38
MCD,STK,293.47,28498,28498,0,-2.979,5.133,8114224.67
KO,STK,60.28,188438,188438,0,-2.737,6.989,11048181.62
HUM,STK,438.71,13150,13150,0,2.563,3.743,5916918.56
TAP,STK,63.2,36566,35193,-1373,-3.755,1.407,2224179.64
MDLZ,STK,72.8,50000,50000,0,-1.114,2.277,3599471.96
PM,STK,95,23754,23754,0,-1.019,1.413,2233664.42
XBTF,STK,39,7002,7418,416,5.941,0.183,289285.63
COIN,STK,130.12,9800,12149,2349,23.969,1,1580795.77
GLD,STK,188.83,38544,38544,0,-2.48,4.49,7097772.99
,,,,,,,,
,,,,,,,2.505,113535913.58
